import time: self [us] | cumulative | imported package
import time:   1660334 |    2593100 |                   pandas.core.computation.ops
import time:   3224200 |    7016139 |                 pandas.core.computation.engines
import time:    571812 |     571812 |                   pandas.core.computation.parsing
import time:   3530079 |    4101890 |                 pandas.core.computation.expr
import time:   2424458 |   13542486 |               pandas.core.computation.eval
import time:   1534681 |   15077167 |             pandas.core.computation.api
import time:    109785 |     109785 |               pandas.core.reshape.encoding
import time:    133785 |     133785 |               pandas.core.reshape.merge
import time:    111638 |     111638 |               pandas.core.reshape.pivot
import time:    228581 |     228581 |               pandas.core.reshape.tile
import time:   7021053 |    7604841 |             pandas.core.reshape.api
import time:     67517 |      67517 |               pandas.api.extensions
import time:    147904 |     147904 |               pandas.api.indexers
import time:    171142 |     171142 |                   pandas.core.interchange
import time:   1245730 |    1416871 |                 pandas.core.interchange.dataframe_protocol
import time:     78729 |      78729 |                   pandas.core.interchange.utils
import time:   1267414 |    1346142 |                 pandas.core.interchange.from_dataframe
import time:   2712926 |    5475938 |               pandas.api.interchange
import time:    159889 |     159889 |                 pandas.core.dtypes.api
import time:   1389262 |    1549151 |               pandas.api.types
import time:     36872 |      36872 |                 pandas.core.resample
import time:     72426 |      72426 |                       pandas._libs.json
import time:     32216 |      32216 |                       pandas.io.json._normalize
import time:     41259 |      41259 |                       pandas.io.json._table_schema
import time:     21300 |      21300 |                             pandas._libs.parsers
import time:     48165 |      48165 |                               pandas.io.parsers.base_parser
import time:    348029 |     396194 |                             pandas.io.parsers.arrow_parser_wrapper
import time:     29361 |      29361 |                             pandas.io.parsers.c_parser_wrapper
import time:     39605 |      39605 |                             pandas.io.parsers.python_parser
import time:   1794351 |    2280809 |                           pandas.io.parsers.readers
import time:    550918 |    2831727 |                         pandas.io.parsers
import time:    302509 |    3134236 |                       pandas.io.parsers.readers
import time:   1305192 |    4585327 |                     pandas.io.json._json
import time:    344849 |    4930176 |                   pandas.io.json
import time:    318156 |    5248332 |                 pandas.io.json._json
import time:     37080 |      37080 |                 pandas.io.stata
import time:    989567 |    6311848 |               pandas.api.typing
import time:   3872145 |   17424502 |             pandas.api
import time:     29963 |      29963 |                   pandas._testing.contexts
import time:    418735 |     448698 |                 pandas._testing._io
import time:     49168 |      49168 |                 pandas._testing._warnings
import time:       249 |        249 |                     cmath
import time:    395813 |     396062 |                   pandas._libs.testing
import time:    741343 |    1137404 |                 pandas._testing.asserters
import time:     28605 |      28605 |                 pandas._testing.compat
import time:   1390808 |    3054681 |               pandas._testing
import time:    373582 |    3428262 |             pandas.testing
import time:     32999 |      32999 |             pandas.util._print_versions
import time:     32547 |      32547 |               pandas.io.clipboards
import time:     23503 |      23503 |                   pandas.io.excel._util
import time:     28337 |      28337 |                   pandas.io.excel._calamine
import time:     40588 |      40588 |                   pandas.io.excel._odfreader
import time:     36357 |      36357 |                   pandas.io.excel._openpyxl
import time:     46002 |      46002 |                   pandas.io.excel._pyxlsb
import time:     43046 |      43046 |                   pandas.io.excel._xlrd
import time:   2220015 |    2437846 |                 pandas.io.excel._base
import time:     34091 |      34091 |                 pandas.io.excel._odswriter
import time:     35281 |      35281 |                 pandas.io.excel._xlsxwriter
import time:    975161 |    3482377 |               pandas.io.excel
import time:     21391 |      21391 |               pandas.io.feather_format
import time:    115841 |     115841 |               pandas.io.gbq
import time:     48913 |      48913 |               pandas.io.html
import time:     58661 |      58661 |               pandas.io.orc
import time:     30439 |      30439 |               pandas.io.parquet
import time:     39280 |      39280 |                 pandas.compat.pickle_compat
import time:    513117 |     552396 |               pandas.io.pickle
import time:     38680 |      38680 |                 pandas.core.computation.pytables
import time:    490771 |     529450 |               pandas.io.pytables
import time:     50058 |      50058 |                 pandas.io.sas.sasreader
import time:    465807 |     515864 |               pandas.io.sas
import time:     51872 |      51872 |               pandas.io.spss
import time:     33369 |      33369 |               pandas.io.sql
import time:    127998 |     127998 |               pandas.io.xml
import time:   4676871 |   10277982 |             pandas.io.api
import time:     28495 |      28495 |             pandas.util._tester
import time:     38568 |      38568 |             pandas._version_meson
import time:   6192000 |  165262698 |           pandas
import time:     44215 |      44215 |             xarray.core
import time:     93079 |      93079 |                 numpy._typing._add_docstring
import time:    443917 |     536995 |               numpy.typing
import time:     56026 |      56026 |                 packaging
import time:     24740 |      24740 |                 packaging._structures
import time:    776137 |     856901 |               packaging.version
import time:     37420 |      37420 |                 xarray.compat
import time:     33373 |      33373 |                     xarray.namedarray
import time:     32191 |      32191 |                     xarray.namedarray._typing
import time:    855654 |     921216 |                   xarray.namedarray.utils
import time:    530857 |    1452073 |                 xarray.compat.dask_array_compat
import time:      4363 |       4363 |                           difflib
import time:    398811 |     403173 |                         xarray.core.utils
import time:    326034 |     729206 |                       xarray.namedarray.pycompat
import time:    367556 |    1096761 |                     xarray.compat.array_api_compat
import time:     74303 |      74303 |                     xarray.compat.npcompat
import time:    641158 |    1812221 |                   xarray.core.dtypes
import time:     25148 |      25148 |                     xarray.core.options
import time:    331462 |     356610 |                   xarray.core.nputils
import time:    755041 |    2923871 |                 xarray.compat.dask_array_ops
import time:     27033 |      27033 |                         cftime._strptime
import time:    338018 |     365050 |                       cftime._cftime
import time:    308044 |     673094 |                     cftime
import time:    248672 |     921765 |                   xarray.core.types
import time:    425578 |    1347343 |                 xarray.core.extension_array
import time:     25270 |      25270 |                 xarray.namedarray.parallelcompat
import time:   1813202 |    7599175 |               xarray.core.duck_array_ops
import time:     27906 |      27906 |               xarray.core.coordinate_transform
import time:   1540563 |   10561539 |             xarray.core.indexing
import time:     40912 |      40912 |               xarray.computation
import time:     44846 |      44846 |               xarray.computation.ops
import time:     31050 |      31050 |                 xarray.core._typed_ops
import time:      2427 |       2427 |                     html.entities
import time:    224757 |     227183 |                   html
import time:     29281 |      29281 |                     xarray.core.datatree_render
import time:    391663 |     391663 |                     xarray.core.treenode
import time:    661024 |    1081967 |                   xarray.core.formatting
import time:     33869 |      33869 |                   xarray.core.formatting_html
import time:     57528 |      57528 |                     xarray.namedarray._aggregations
import time:    422791 |     480319 |                   xarray.namedarray.core
import time:   1108037 |    2931373 |                 xarray.core.common
import time:    895371 |    3857794 |               xarray.computation.arithmetic
import time:     61442 |      61442 |                 xarray.util
import time:    545718 |     607160 |               xarray.util.deprecation_helpers
import time:   1464849 |    6015559 |             xarray.core.variable
import time:    826568 |   17447880 |           xarray.coding.common
import time:     34359 |      34359 |           xarray.compat.pdcompat
import time:   1154894 |  207723568 |         xarray.coding.times
import time:    384296 |  208107864 |       xarray.coders
import time:     30516 |      30516 |           xarray.coding.cftimeindex
import time:    352226 |     382742 |         xarray.coding.cftime_offsets
import time:     23424 |      23424 |         xarray.compat.toolzcompat
import time:     28189 |      28189 |           xarray.core.indexes
import time:     44189 |      44189 |             xarray.structure
import time:    389580 |     433769 |           xarray.structure.alignment
import time:     32315 |      32315 |           xarray.structure.merge
import time:    855702 |    1349974 |         xarray.computation.apply_ufunc
import time:     25142 |      25142 |         xarray.core.coordinates
import time:     37999 |      37999 |           xarray.coding.calendar_ops
import time:     62971 |      62971 |           xarray.computation.computation
import time:    120581 |     120581 |           xarray.core._aggregations
import time:     26062 |      26062 |           xarray.core.accessor_dt
import time:     31695 |      31695 |           xarray.core.accessor_str
import time:      4848 |       4848 |                   concurrent
import time:      2158 |       2158 |                   concurrent.futures._base
import time:    567072 |     574077 |                 concurrent.futures
import time:     12393 |      12393 |                   _ssl
import time:    255919 |     268311 |                 ssl
import time:      1732 |       1732 |                 asyncio.constants
import time:      1259 |       1259 |                 asyncio.coroutines
import time:      1093 |       1093 |                   asyncio.format_helpers
import time:      1244 |       1244 |                     asyncio.base_futures
import time:      1358 |       1358 |                     asyncio.exceptions
import time:      1453 |       1453 |                     asyncio.base_tasks
import time:    830170 |     834224 |                   _asyncio
import time:    633663 |    1468979 |                 asyncio.events
import time:      1856 |       1856 |                 asyncio.futures
import time:      1728 |       1728 |                 asyncio.protocols
import time:      1908 |       1908 |                   asyncio.transports
import time:      1178 |       1178 |                   asyncio.log
import time:    837996 |     841081 |                 asyncio.sslproto
import time:       849 |        849 |                     asyncio.mixins
import time:    283091 |     283939 |                   asyncio.locks
import time:      1418 |       1418 |                     asyncio.timeouts
import time:    396782 |     398199 |                   asyncio.tasks
import time:    487278 |    1169416 |                 asyncio.staggered
import time:      1188 |       1188 |                 asyncio.trsock
import time:   2943502 |    7273125 |               asyncio.base_events
import time:      1423 |       1423 |               asyncio.runners
import time:      1521 |       1521 |               asyncio.queues
import time:      1593 |       1593 |               asyncio.streams
import time:      1805 |       1805 |               asyncio.subprocess
import time:      1564 |       1564 |               asyncio.taskgroups
import time:      1207 |       1207 |               asyncio.threads
import time:      9150 |       9150 |                 _overlapped
import time:      1399 |       1399 |                 asyncio.base_subprocess
import time:      2074 |       2074 |                 asyncio.proactor_events
import time:      1988 |       1988 |                 asyncio.selector_events
import time:      1341 |       1341 |                 asyncio.windows_utils
import time:   1989610 |    2005559 |               asyncio.windows_events
import time:   2147891 |   11435686 |             asyncio
import time:     29172 |      29172 |             xarray.core.dataset_utils
import time:     28756 |      28756 |             xarray.core.dataset_variables
import time:     47261 |      47261 |                     xarray.plot.utils
import time:    374567 |     421828 |                   xarray.plot.facetgrid
import time:     34469 |      34469 |                   xarray.structure.concat
import time:    631946 |    1088241 |                 xarray.plot.dataarray_plot
import time:     28120 |      28120 |                 xarray.plot.dataset_plot
import time:    765178 |    1881538 |               xarray.plot
import time:    248886 |    2130424 |             xarray.plot.accessor
import time:     27977 |      27977 |             xarray.structure.chunks
import time:   1429274 |   15081286 |           xarray.core.dataset
import time:   1867770 |   17228362 |         xarray.core.dataarray
import time:     44880 |      44880 |         xarray.core.groupby
import time:     31138 |      31138 |         xarray.core.resample_cftime
import time:   2021278 |   21106935 |       xarray.groupers
import time:     39096 |      39096 |         xarray.indexes.nd_point_index
import time:     31306 |      31306 |         xarray.indexes.range_index
import time:   1049391 |    1119792 |       xarray.indexes
import time:     35034 |      35034 |             xarray.core.datatree_mapping
import time:    449957 |     484991 |           xarray.core.datatree
import time:    270607 |     755598 |         xarray.testing.assertions
import time:    259276 |    1014874 |       xarray.testing
import time:      6180 |       6180 |               glob
import time:     29624 |      29624 |                 xarray.coding.variables
import time:    279112 |     308736 |               xarray.coding.strings
import time:     30126 |      30126 |               xarray.conventions
import time:    936061 |    1281102 |             xarray.backends.common
import time:      1296 |       1296 |                     multiprocessing.process
import time:      1453 |       1453 |                     multiprocessing.reduction
import time:    691420 |     694168 |                   multiprocessing.context
import time:    251950 |     946117 |                 multiprocessing
import time:    367542 |    1313658 |               xarray.backends.locks
import time:     27909 |      27909 |               xarray.backends.lru_cache
import time:    592739 |    1934306 |             xarray.backends.file_manager
import time:     24451 |      24451 |               xarray.backends.netcdf3
import time:     25429 |      25429 |                 xarray.backends.store
import time:    461510 |     486939 |               xarray.backends.netCDF4_
import time:    561825 |    1073214 |             xarray.backends.h5netcdf_
import time:     35553 |      35553 |             xarray.backends.memory
import time:     37637 |      37637 |             xarray.backends.plugins
import time:     30727 |      30727 |             xarray.backends.pydap_
import time:     51251 |      51251 |                   scipy.__config__
import time:     46520 |      46520 |                   scipy.version
import time:      5731 |       5731 |                     scipy._distributor_init_local
import time:    341585 |     347316 |                   scipy._distributor_init
import time:     95938 |      95938 |                       cython
import time:    283862 |     379799 |                     scipy._lib._testutils
import time:    440531 |     820330 |                   scipy._lib
import time:     46833 |      46833 |                   scipy._lib._pep440
import time:     41815 |      41815 |                       scipy._cyutility
import time:    311669 |     353483 |                     scipy._lib._ccallback_c
import time:    390461 |     743943 |                   scipy._lib._ccallback
import time:   1793467 |    3849658 |                 scipy
import time:     34070 |      34070 |                       scipy._lib.doccer
import time:     38387 |      38387 |                       scipy.io.matlab._byteordercodes
import time:    708177 |     780633 |                     scipy.io.matlab._miobase
import time:     35688 |      35688 |                                       scipy._lib.array_api_compat.common._typing
import time:    508515 |     544202 |                                     scipy._lib.array_api_compat.common._helpers
import time:    450475 |     994677 |                                   scipy._lib.array_api_compat.common
import time:    523915 |    1518592 |                                 scipy._lib.array_api_compat
import time:     32761 |      32761 |                                   scipy._lib.array_api_compat._internal
import time:     77863 |      77863 |                                     numpy.fft._helper
import time:     18712 |      18712 |                                       numpy.fft._pocketfft_umath
import time:    435395 |     454106 |                                     numpy.fft._pocketfft
import time:    824588 |    1356557 |                                   numpy.fft
import time:     45875 |      45875 |                                     numpy.ctypeslib._ctypeslib
import time:    403056 |     448930 |                                   numpy.ctypeslib
import time:     37459 |      37459 |                                     numpy.f2py.diagnose
import time:      5168 |       5168 |                                         gettext
import time:    447673 |     452841 |                                       argparse
import time:     31701 |      31701 |                                       numpy.f2py._backends
import time:     31742 |      31742 |                                       numpy.f2py.__version__
import time:     43290 |      43290 |                                         numpy.f2py.cfuncs
import time:    348606 |     391895 |                                       numpy.f2py.auxfuncs
import time:     30443 |      30443 |                                         numpy.f2py.cb_rules
import time:     39510 |      39510 |                                         numpy.f2py._isocbind
import time:      4543 |       4543 |                                           fileinput
import time:     71807 |      71807 |                                                 charset_normalizer.constant
import time:     34542 |      34542 |                                                   charset_normalizer.md__mypyc
import time:       286 |        286 |                                                     _multibytecodec
import time:    412269 |     412554 |                                                   charset_normalizer.utils
import time:   1087077 |    1534172 |                                                 charset_normalizer.md
import time:     32021 |      32021 |                                                 charset_normalizer.models
import time:   1467211 |    3105209 |                                               charset_normalizer.cd
import time:    437063 |    3542271 |                                             charset_normalizer.api
import time:     27359 |      27359 |                                             charset_normalizer.legacy
import time:     28344 |      28344 |                                             charset_normalizer.version
import time:   1388388 |    4986361 |                                           charset_normalizer
import time:     50837 |      50837 |                                           numpy.f2py.symbolic
import time:   1282184 |    6323924 |                                         numpy.f2py.crackfortran
import time:   1238892 |    7632767 |                                       numpy.f2py.capi_maps
import time:     29323 |      29323 |                                         numpy.f2py.func2subr
import time:    349309 |     378631 |                                       numpy.f2py.f90mod_rules
import time:     29987 |      29987 |                                         numpy.f2py.common_rules
import time:     28746 |      28746 |                                         numpy.f2py.use_rules
import time:    697276 |     756008 |                                       numpy.f2py.rules
import time:   2598266 |   12273849 |                                     numpy.f2py.f2py2e
import time:    805914 |   13117221 |                                   numpy.f2py
import time:      1219 |       1219 |                                         unittest.util
import time:    378292 |     379511 |                                       unittest.result
import time:      2156 |       2156 |                                       unittest.case
import time:      1869 |       1869 |                                       unittest.suite
import time:      1999 |       1999 |                                       unittest.loader
import time:      1238 |       1238 |                                           unittest.signals
import time:    340762 |     341999 |                                         unittest.runner
import time:    446804 |     788803 |                                       unittest.main
import time:   1753301 |    2927636 |                                     unittest
import time:     80860 |      80860 |                                     numpy.testing._private
import time:     42657 |      42657 |                                     numpy.testing.overrides
import time:     56362 |      56362 |                                     numpy.testing._private.extbuild
import time:    598471 |     598471 |                                     numpy.testing._private.utils
import time:   2123349 |    5829332 |                                   numpy.testing
import time:     25019 |      25019 |                                       numpy._core.strings
import time:     44320 |      44320 |                                       numpy.strings
import time:    809506 |     878844 |                                     numpy._core.defchararray
import time:    363073 |    1241917 |                                   numpy.char
import time:    139195 |     139195 |                                   numpy.rec
import time:     36933 |      36933 |                                     numpy.core._utils
import time:    347385 |     384318 |                                   numpy.core
import time:     33278 |      33278 |                                       numpy.polynomial.polyutils
import time:     47851 |      47851 |                                       numpy.polynomial._polybase
import time:    735658 |     816787 |                                     numpy.polynomial.chebyshev
import time:     31469 |      31469 |                                     numpy.polynomial.hermite
import time:     31494 |      31494 |                                     numpy.polynomial.hermite_e
import time:     28922 |      28922 |                                     numpy.polynomial.laguerre
import time:     29678 |      29678 |                                     numpy.polynomial.legendre
import time:     26264 |      26264 |                                     numpy.polynomial.polynomial
import time:   2123182 |    3087793 |                                   numpy.polynomial
import time:     35478 |      35478 |                                     scipy._lib.array_api_compat.common._aliases
import time:     31966 |      31966 |                                     scipy._lib.array_api_compat.numpy._typing
import time:   1024736 |    1092179 |                                   scipy._lib.array_api_compat.numpy._aliases
import time:     37084 |      37084 |                                   scipy._lib.array_api_compat.numpy._info
import time:     59801 |      59801 |                                     scipy._lib.array_api_compat.common._linalg
import time:    662824 |     722624 |                                   scipy._lib.array_api_compat.numpy.linalg
import time:     32120 |      32120 |                                     scipy._lib.array_api_compat.common._fft
import time:    576893 |     609013 |                                   scipy._lib.array_api_compat.numpy.fft
import time:   4911639 |   33010556 |                                 scipy._lib.array_api_compat.numpy
import time:     32235 |      32235 |                                       scipy._lib.array_api_extra._lib
import time:     46670 |      46670 |                                           scipy._lib.array_api_extra._lib._utils
import time:     31771 |      31771 |                                                 scipy._lib._sparse
import time:    489913 |     521684 |                                               scipy._lib._array_api_override
import time:    502187 |    1023870 |                                             scipy._lib._array_api_compat_vendor
import time:    437071 |    1460940 |                                           scipy._lib.array_api_extra._lib._utils._compat
import time:     29817 |      29817 |                                             scipy._lib.array_api_extra._lib._utils._typing
import time:    466610 |     496426 |                                           scipy._lib.array_api_extra._lib._utils._helpers
import time:   1373704 |    3377739 |                                         scipy._lib.array_api_extra._lib._at
import time:    511917 |    3889655 |                                       scipy._lib.array_api_extra._lib._funcs
import time:    957325 |    4879214 |                                     scipy._lib.array_api_extra._delegation
import time:     44880 |      44880 |                                     scipy._lib.array_api_extra._lib._lazy
import time:    922593 |    5846685 |                                   scipy._lib.array_api_extra
import time:    388620 |    6235304 |                                 scipy._lib.array_api_extra.testing
import time:     50688 |      50688 |                                 scipy._lib._docscrape
import time:   1428628 |   42243766 |                               scipy._lib._array_api
import time:    373355 |   42617120 |                             scipy._lib._util
import time:    423029 |   43040148 |                           scipy.sparse._sputils
import time:     45950 |      45950 |                           scipy.sparse._matrix
import time:    771426 |   43857524 |                         scipy.sparse._base
import time:     33110 |      33110 |                           scipy.sparse._sparsetools
import time:     31406 |      31406 |                             scipy.sparse._data
import time:    137617 |     137617 |                             scipy.sparse._index
import time:    614504 |     783526 |                           scipy.sparse._compressed
import time:    684528 |    1501164 |                         scipy.sparse._csr
import time:     26496 |      26496 |                         scipy.sparse._csc
import time:     16772 |      16772 |                           scipy.sparse._csparsetools
import time:    340759 |     357531 |                         scipy.sparse._lil
import time:     26831 |      26831 |                         scipy.sparse._dok
import time:     32489 |      32489 |                         scipy.sparse._coo
import time:     31859 |      31859 |                         scipy.sparse._dia
import time:     28204 |      28204 |                         scipy.sparse._bsr
import time:     24738 |      24738 |                           scipy._lib.deprecation
import time:    420009 |     444747 |                         scipy.sparse._construct
import time:     26592 |      26592 |                         scipy.sparse._extract
import time:     29806 |      29806 |                         scipy.sparse._matrix_io
import time:     28834 |      28834 |                         scipy.sparse.base
import time:     28956 |      28956 |                         scipy.sparse.bsr
import time:     25415 |      25415 |                         scipy.sparse.compressed
import time:     20981 |      20981 |                         scipy.sparse.construct
import time:     28566 |      28566 |                         scipy.sparse.coo
import time:     35773 |      35773 |                         scipy.sparse.csc
import time:     26954 |      26954 |                         scipy.sparse.csr
import time:     28208 |      28208 |                         scipy.sparse.data
import time:     33894 |      33894 |                         scipy.sparse.dia
import time:     68519 |      68519 |                         scipy.sparse.dok
import time:     24878 |      24878 |                         scipy.sparse.extract
import time:     23931 |      23931 |                         scipy.sparse.lil
import time:     31165 |      31165 |                         scipy.sparse.sparsetools
import time:     39436 |      39436 |                         scipy.sparse.sputils
import time:   7403233 |   54211975 |                       scipy.sparse
import time:     16960 |      16960 |                       scipy.io.matlab._mio_utils
import time:    613450 |   54842384 |                     scipy.io.matlab._mio4
import time:     39698 |      39698 |                         scipy.io.matlab._streams
import time:     23049 |      23049 |                         scipy.io.matlab._mio5_params
import time:    749882 |     812628 |                       scipy.io.matlab._mio5_utils
import time:    345487 |    1158114 |                     scipy.io.matlab._mio5
import time:    906624 |   57687754 |                   scipy.io.matlab._mio
import time:     24922 |      24922 |                   scipy.io.matlab.mio
import time:     56994 |      56994 |                   scipy.io.matlab.mio5
import time:     30895 |      30895 |                   scipy.io.matlab.mio5_params
import time:     31235 |      31235 |                   scipy.io.matlab.mio4
import time:     38807 |      38807 |                   scipy.io.matlab.byteordercodes
import time:     34250 |      34250 |                   scipy.io.matlab.miobase
import time:     24377 |      24377 |                   scipy.io.matlab.mio_utils
import time:     37158 |      37158 |                   scipy.io.matlab.streams
import time:     35146 |      35146 |                   scipy.io.matlab.mio5_utils
import time:   3241607 |   61243141 |                 scipy.io.matlab
import time:     39993 |      39993 |                 scipy.io._netcdf
import time:     27676 |      27676 |                 scipy.io._fortran
import time:     25483 |      25483 |                   scipy.io._mmio
import time:    108781 |     108781 |                   threadpoolctl
import time:    680085 |     814347 |                 scipy.io._fast_matrix_market
import time:     40299 |      40299 |                 scipy.io._idl
import time:     27462 |      27462 |                     scipy.io._harwell_boeing._fortran_format_parser
import time:    613037 |     640499 |                   scipy.io._harwell_boeing.hb
import time:    421321 |    1061819 |                 scipy.io._harwell_boeing
import time:     56793 |      56793 |                   scipy.io.arff._arffread
import time:     34907 |      34907 |                   scipy.io.arff.arffread
import time:    643376 |     735075 |                 scipy.io.arff
import time:     24897 |      24897 |                 scipy.io.harwell_boeing
import time:     26158 |      26158 |                 scipy.io.idl
import time:     42566 |      42566 |                 scipy.io.mmio
import time:     34330 |      34330 |                 scipy.io.netcdf
import time:     91419 |      91419 |                 scipy.io.wavfile
import time:   4005563 |   72036937 |               scipy.io
import time:    293053 |   72329989 |             xarray.backends.scipy_
import time:     36718 |      36718 |               xarray.backends.chunks
import time:    349821 |     386539 |             xarray.backends.zarr
import time:   2445102 |   79554165 |           xarray.backends
import time:    107476 |     107476 |           xarray.namedarray.daskmanager
import time:     23385 |      23385 |           xarray.structure.combine
import time:    971486 |   80656511 |         xarray.backends.api
import time:    335923 |   80992433 |       xarray.tutorial
import time:     47945 |      47945 |       xarray.ufuncs
import time:     30480 |      30480 |       xarray.backends.writers
import time:     35036 |      35036 |       xarray.coding.frequencies
import time:     34462 |      34462 |       xarray.core.extensions
import time:     47673 |      47673 |       xarray.core.parallel
import time:     27909 |      27909 |       xarray.util.print_versions
import time:   2946520 |  315511918 |     xarray
import time:     28326 |      28326 |           polars._cpu_check
import time:     32539 |      32539 |           _polars_runtime_compat
import time:     30899 |      30899 |           _polars_runtime_64
import time:     30035 |      30035 |             _polars_runtime_32.build_feature_flags
import time:    388294 |     418329 |           _polars_runtime_32
import time:     34243 |      34243 |           _polars_runtime_32._polars_runtime_32
import time:   1462242 |    2006575 |         polars._plr
import time:     24641 |      24641 |                             polars._utils.constants
import time:    432082 |     456722 |                           polars._utils.convert
import time:     33929 |      33929 |                           polars._utils.scan
import time:    422157 |     422157 |                             polars._dependencies
import time:     35720 |      35720 |                                 polars.datatypes.classes
import time:     37725 |      37725 |                                 polars.datatypes.convert
import time:    899880 |     973324 |                               polars.datatypes._parse
import time:     21050 |      21050 |                               polars.datatypes.constants
import time:     39606 |      39606 |                               polars.datatypes.constructor
import time:   1004543 |    2038523 |                             polars.datatypes
import time:     18475 |      18475 |                             polars.datatypes.group
import time:    912156 |    3391310 |                           polars._utils.various
import time:    984068 |    4866028 |                         polars._utils
import time:     20881 |      20881 |                           polars.exceptions
import time:    248177 |     269058 |                         polars._utils.parse.expr
import time:    584090 |    5719175 |                       polars._utils.parse
import time:     37560 |      37560 |                       polars._utils.wrap
import time:    608814 |    6365549 |                     polars.functions.aggregation.horizontal
import time:     21117 |      21117 |                     polars.functions.aggregation.vertical
import time:    541281 |    6927945 |                   polars.functions.aggregation
import time:     19223 |      19223 |                     polars._utils.unstable
import time:    211445 |     230667 |                   polars.functions.as_datatype
import time:     29177 |      29177 |                       polars._typing
import time:    115422 |     115422 |                       typing_extensions
import time:    429302 |     573899 |                     polars._utils.deprecation
import time:    292982 |     866881 |                   polars.functions.business
import time:     23159 |      23159 |                   polars.functions.col
import time:     23278 |      23278 |                   polars.functions.datatype
import time:     21093 |      21093 |                   polars.functions.eager
import time:     19293 |      19293 |                   polars.functions.escape_regex
import time:     21312 |      21312 |                           polars.expr.array
import time:     17652 |      17652 |                           polars.expr.binary
import time:     37843 |      37843 |                           polars.expr.categorical
import time:     19749 |      19749 |                           polars.expr.datetime
import time:     18820 |      18820 |                           polars.expr.list
import time:     24345 |      24345 |                             polars._utils.serde
import time:    306345 |     330689 |                           polars.expr.meta
import time:    108207 |     108207 |                           polars.expr.name
import time:     36648 |      36648 |                           polars.expr.string
import time:     70865 |      70865 |                           polars.expr.struct
import time:     23440 |      23440 |                               polars._utils.polars_version
import time:    298512 |     321951 |                             polars.meta.build
import time:     27154 |      27154 |                             polars.meta.index_type
import time:     40419 |      40419 |                             polars.meta.thread_pool
import time:     25903 |      25903 |                             polars.meta.versions
import time:    972409 |    1387834 |                           polars.meta
import time:   2197649 |    4247263 |                         polars.expr.expr
import time:     26873 |      26873 |                         polars.expr.whenthen
import time:    470375 |    4744510 |                       polars.expr
import time:    217404 |    4961913 |                     polars.selectors
import time:     27193 |      27193 |                     polars._utils.async_
import time:     29945 |      29945 |                         polars.lazyframe.engine_config
import time:      1722 |       1722 |                           concurrent.futures.thread
import time:     24655 |      24655 |                           polars._utils.parquet
import time:     23013 |      23013 |                           polars._utils.slice
import time:     31593 |      31593 |                               polars.interchange.protocol
import time:    279371 |     310964 |                             polars.interchange
import time:    266474 |     577437 |                           polars.interchange.protocol
import time:     30547 |      30547 |                           polars.lazyframe.group_by
import time:     29541 |      29541 |                           polars.lazyframe.in_process
import time:     58871 |      58871 |                           polars.lazyframe.opt_flags
import time:     30573 |      30573 |                           polars.schema
import time:   2369284 |    3145640 |                         polars.lazyframe.frame
import time:    506080 |    3681664 |                       polars.lazyframe
import time:    259444 |    3941108 |                     polars.lazyframe.opt_flags
import time:    682490 |    9612703 |                   polars.functions.lazy
import time:     47323 |      47323 |                   polars.functions.len
import time:     20275 |      20275 |                   polars.functions.lit
import time:     62364 |      62364 |                   polars.functions.random
import time:     34072 |      34072 |                       polars.functions.range._utils
import time:    838686 |     872757 |                     polars.functions.range.date_range
import time:     42550 |      42550 |                     polars.functions.range.datetime_range
import time:     36328 |      36328 |                     polars.functions.range.int_range
import time:     39149 |      39149 |                     polars.functions.range.linear_space
import time:    171079 |     171079 |                     polars.functions.range.time_range
import time:   1274183 |    2436044 |                   polars.functions.range
import time:     32531 |      32531 |                   polars.functions.repeat
import time:     21747 |      21747 |                   polars.functions.whenthen
import time:   4038268 |   24383564 |                 polars.functions
import time:     37613 |      37613 |                     polars._utils.construction.utils
import time:    252304 |     289917 |                   polars._utils.construction.dataframe
import time:     38518 |      38518 |                   polars._utils.construction.other
import time:     60009 |      60009 |                   polars._utils.construction.series
import time:    736383 |    1124824 |                 polars._utils.construction
import time:     38255 |      38255 |                 polars._utils.getitem
import time:     31792 |      31792 |                 polars._utils.pycapsule
import time:     24556 |      24556 |                 polars.dataframe._html
import time:     25755 |      25755 |                 polars.dataframe.group_by
import time:     31682 |      31682 |                 polars.dataframe.plotting
import time:   1398604 |   27059030 |               polars.dataframe.frame
import time:    207886 |   27266916 |             polars.dataframe
import time:    114999 |     114999 |                 polars.datatype_expr.array
import time:     25134 |      25134 |                 polars.datatype_expr.list
import time:     31321 |      31321 |                 polars.datatype_expr.struct
import time:    652098 |     823551 |               polars.datatype_expr.datatype_expr
import time:    270249 |    1093799 |             polars.datatype_expr
import time:     28337 |      28337 |                 polars.datatypes._utils
import time:     38153 |      38153 |                   polars.series.utils
import time:    247298 |     285451 |                 polars.series.array
import time:     41990 |      41990 |                 polars.series.binary
import time:     35349 |      35349 |                 polars.series.categorical
import time:     32363 |      32363 |                 polars.series.datetime
import time:     35137 |      35137 |                 polars.series.list
import time:     27122 |      27122 |                 polars.series.plotting
import time:     39464 |      39464 |                 polars.series.string
import time:    232440 |     232440 |                 polars.series.struct
import time:   1908926 |    2666575 |               polars.series.series
import time:    244411 |    2910985 |             polars.series
