import time: self [us] | cumulative | imported package
import time:    600354 |   31872053 |           polars._reexport
import time:    206105 |   32078158 |         polars.api
import time:    320892 |     320892 |         polars.plugins
import time:     60654 |      60654 |           polars.catalog
import time:     45325 |      45325 |             polars.catalog.unity.models
import time:    248739 |     294064 |           polars.catalog.unity.client
import time:    480922 |     835639 |         polars.catalog.unity
import time:     45875 |      45875 |         polars.config
import time:     48085 |      48085 |           polars.convert.general
import time:     42070 |      42070 |           polars.convert.normalize
import time:    469626 |     559779 |         polars.convert
import time:     34764 |      34764 |             polars.io._utils
import time:    202295 |     237059 |           polars.io.avro
import time:     40590 |      40590 |                   polars.io.csv._utils
import time:    205579 |     246169 |                 polars.io.csv.batched_reader
import time:     70334 |      70334 |                               polars._utils.logging
import time:     26423 |      26423 |                               polars.io.cloud._utils
import time:    428833 |     525589 |                             polars.io.cloud.credential_provider._providers
import time:    317758 |     843347 |                           polars.io.cloud.credential_provider
import time:    233714 |    1077061 |                         polars.io.cloud.credential_provider._providers
import time:    291172 |    1368233 |                       polars.io.cloud
import time:    162771 |    1531004 |                     polars.io.cloud.credential_provider
import time:     49326 |      49326 |                     polars._utils.cache
import time:    423176 |    2003504 |                   polars.io.cloud.credential_provider._builder
import time:    295332 |    2298836 |                 polars.io.csv.functions
import time:    433234 |    2978238 |               polars.io.csv
import time:    139930 |    3118168 |             polars.io.csv.functions
import time:    209464 |    3327632 |           polars.io.clipboard
import time:    229632 |     229632 |                 polars.io.database._utils
import time:    199038 |     428670 |               polars.io.database._cursor_proxies
import time:     30345 |      30345 |                 polars.io.database._arrow_registry
import time:     27088 |      27088 |                 polars.io.database._inference
import time:    454181 |     511613 |               polars.io.database._executor
import time:    416250 |    1356532 |             polars.io.database.functions
import time:    209877 |    1566408 |           polars.io.database
import time:     34972 |      34972 |               polars.io.parquet.field_overwrites
import time:     40736 |      40736 |                     polars.io.scan_options.cast_options
import time:    285383 |     326118 |                   polars.io.scan_options
import time:    275641 |     601758 |                 polars.io.scan_options._options
import time:    235247 |     837005 |               polars.io.parquet.functions
import time:    424878 |    1296853 |             polars.io.parquet
import time:     31028 |      31028 |                   polars.io.pyarrow_dataset.anonymous_scan
import time:    241151 |     272179 |                 polars.io.pyarrow_dataset.functions
import time:    242778 |     514957 |               polars.io.pyarrow_dataset
import time:    166052 |     681008 |             polars.io.pyarrow_dataset.functions
import time:    380524 |    2358385 |           polars.io.delta
import time:     41350 |      41350 |                 polars.io.iceberg._utils
import time:    195994 |     237343 |               polars.io.iceberg.dataset
import time:    189379 |     426722 |             polars.io.iceberg.functions
import time:    216104 |     642825 |           polars.io.iceberg
import time:     34179 |      34179 |             polars.io.ipc.functions
import time:    247074 |     281253 |           polars.io.ipc
import time:     41824 |      41824 |             polars.io.json.read
import time:    574081 |     615904 |           polars.io.json
import time:     34391 |      34391 |           polars.io.ndjson
import time:     45424 |      45424 |           polars.io.partition
import time:    206615 |     206615 |           polars.io.plugins
import time:     36123 |      36123 |             polars.io.spreadsheet.functions
import time:    268462 |     304585 |           polars.io.spreadsheet
import time:   1816346 |   11436821 |         polars.io
import time:     39241 |      39241 |           polars.sql.context
import time:     32766 |      32766 |           polars.sql.functions
import time:    376896 |     448902 |         polars.sql
import time:     55111 |      55111 |         polars.string_cache
import time:   1617182 |   49404930 |       polars
import time:    465789 |     465789 |       xarray.computation.rolling
import time:     41347 |      41347 |             linopy.config
import time:     59245 |      59245 |             linopy.constants
import time:    280808 |     280808 |             linopy.types
import time:    568716 |     950114 |           linopy.common
import time:    241341 |    1191455 |         linopy.variables
import time:    295657 |    1487111 |       linopy.constraints
import time:    501138 |   51858967 |     linopy.expressions
import time:    682662 |  368056746 |   linopy.monkey_patch_xarray
import time:     47089 |      47089 |       tqdm._monitor
import time:     62403 |      62403 |       tqdm._tqdm_pandas
import time:     94234 |      94234 |                   colorama.ansi
import time:     31951 |      31951 |                     colorama.win32
import time:    276521 |     308472 |                   colorama.winterm
import time:    564530 |     967235 |                 colorama.ansitowin32
import time:    352402 |    1319636 |               colorama.initialise
import time:    365141 |    1684777 |             colorama
import time:    355186 |    2039963 |           tqdm.utils
import time:    453518 |    2493480 |         tqdm.std
import time:     87257 |      87257 |           tqdm._dist_ver
import time:    219121 |     306377 |         tqdm.version
import time:    802958 |    3602814 |       tqdm.cli
import time:     36215 |      36215 |       tqdm.gui
import time:    896022 |    4644542 |     tqdm
import time:     28262 |      28262 |       gurobipy
import time:    140677 |     140677 |         highspy._core
import time:     33018 |      33018 |         highspy.highs
import time:    333804 |     507498 |       highspy
import time:     17917 |      17917 |       pyscipopt
import time:     19948 |      19948 |       cplex
import time:     31223 |      31223 |       xpress
import time:     19342 |      19342 |       mosek
import time:     21738 |      21738 |       mindoptpy
import time:     19747 |      19747 |       coptpy
import time:   2128192 |    2793864 |     linopy.solvers
import time:     23650 |      23650 |     linopy.objective
import time:    546497 |    8008551 |   linopy.io
import time:     29149 |      29149 |     deprecation
import time:     17545 |      17545 |     linopy.matrices
import time:      4221 |       4221 |                 http
import time:    148342 |     152562 |               http.client
import time:    219211 |     371773 |             urllib3.exceptions
import time:     23291 |      23291 |                     urllib3.util.timeout
import time:    331382 |     354672 |                   urllib3.util.connection
import time:     26903 |      26903 |                     urllib3.util.util
import time:     34041 |      34041 |                     brotlicffi
import time:     28081 |      28081 |                     brotli
import time:     32439 |      32439 |                     compression
import time:     19335 |      19335 |                     zstandard
import time:   1166222 |    1307019 |                   urllib3.util.request
import time:     21577 |      21577 |                   urllib3.util.response
import time:     41053 |      41053 |                   urllib3.util.retry
import time:     29417 |      29417 |                     urllib3.util.url
import time:     19708 |      19708 |                     urllib3.util.ssltransport
import time:    513860 |     562984 |                   urllib3.util.ssl_
import time:     20441 |      20441 |                   urllib3.util.wait
import time:   1218620 |    3526363 |                 urllib3.util
import time:    237211 |    3763574 |               urllib3.util.connection
import time:    264824 |    4028398 |             urllib3._base_connection
import time:     19681 |      19681 |             urllib3._collections
import time:     20418 |      20418 |             urllib3._version
import time:      3884 |       3884 |                     mimetypes
import time:    206626 |     210509 |                   urllib3.fields
import time:    180460 |     390968 |                 urllib3.filepost
import time:     22010 |      22010 |                   brotlicffi
import time:     18879 |      18879 |                   brotli
import time:     40092 |      40092 |                     urllib3.http2
import time:     38661 |      38661 |                     urllib3.http2.probe
import time:     30215 |      30215 |                     urllib3.util.ssl_match_hostname
import time:    738814 |     847781 |                   urllib3.connection
import time:     25732 |      25732 |                   compression
import time:     26489 |      26489 |                   zstandard
import time:   1018171 |    1959059 |                 urllib3.response
import time:    427497 |    2777524 |               urllib3._request_methods
import time:     38820 |      38820 |               urllib3.util.proxy
import time:    465511 |    3281854 |             urllib3.connectionpool
import time:     28387 |      28387 |             urllib3.poolmanager
import time:   1172884 |    8923392 |           urllib3
import time:     18914 |      18914 |               simplejson
import time:      1328 |       1328 |                     urllib.response
import time:    257040 |     258368 |                   urllib.error
import time:      3581 |       3581 |                   nturl2path
import time:    488441 |     750389 |                 urllib.request
import time:    154115 |     904503 |               http.cookiejar
import time:      4787 |       4787 |               http.cookies
import time:    619253 |    1547456 |             requests.compat
import time:    276352 |    1823808 |           requests.exceptions
import time:     19338 |      19338 |           chardet
import time:     32244 |      32244 |                 idna.idnadata
import time:     34038 |      34038 |                 idna.intranges
import time:    394707 |     460988 |               idna.core
import time:     20707 |      20707 |               idna.package_data
import time:    564357 |    1046051 |             idna
import time:    175070 |    1221120 |           requests.packages
import time:     33016 |      33016 |                 certifi.core
import time:    255106 |     288122 |               certifi
import time:    173167 |     461288 |             requests.certs
import time:     23901 |      23901 |             requests.__version__
import time:     24420 |      24420 |             requests._internal_utils
import time:     41467 |      41467 |             requests.cookies
import time:     20978 |      20978 |             requests.structures
import time:      1375 |       1375 |                 importlib.resources._itertools
import time:    297089 |     298464 |               importlib.resources.readers
import time:    235246 |     533709 |             importlib.readers
import time:   1234302 |    2340062 |           requests.utils
import time:     23794 |      23794 |                 requests.auth
import time:      4838 |       4838 |                     stringprep
import time:    190202 |     195039 |                   encodings.idna
import time:     19581 |      19581 |                   requests.hooks
import time:     24860 |      24860 |                   requests.status_codes
import time:    593772 |     833249 |                 requests.models
import time:     27144 |      27144 |                   urllib3.contrib
import time:     23820 |      23820 |                   socks
import time:    395717 |     446680 |                 urllib3.contrib.socks
import time:    526670 |    1830392 |               requests.adapters
import time:    191269 |    2021661 |             requests.sessions
import time:    205799 |    2227459 |           requests.api
import time:   1135325 |   17690501 |         requests
import time:     57990 |      57990 |           google
import time:    131040 |     189030 |         google.cloud
import time:     27698 |      27698 |           google.cloud.storage.version
import time:      1454 |       1454 |             email.generator
import time:      1355 |       1355 |               email.mime
import time:      3135 |       3135 |                       email._header_value_parser
import time:    273845 |     276979 |                     email.headerregistry
import time:      1565 |       1565 |                     email.contentmanager
import time:    438355 |     716898 |                   email.policy
import time:    232738 |     949636 |                 email.mime.base
import time:    267892 |    1217527 |               email.mime.nonmultipart
import time:    412595 |    1631477 |             email.mime.application
import time:      1555 |       1555 |             email.mime.multipart
import time:     33436 |      33436 |                 google.auth.version
import time:     24319 |      24319 |                   google.auth.environment_vars
import time:     34928 |      34928 |                   google.auth.exceptions
import time:     40133 |      40133 |                     google.auth.transport
import time:     29037 |      29037 |                     google.auth._helpers
import time:    407464 |     476633 |                   google.auth.transport._http_client
import time:    841170 |    1377048 |                 google.auth._default
import time:    435966 |    1846449 |               google.auth
import time:     19735 |      19735 |                 google.auth.transport._mtls_helper
import time:     25812 |      25812 |                 google.oauth2
import time:     21963 |      21963 |                   google.auth._constants
import time:     35224 |      35224 |                       google.auth.crypt.base
import time:     17579 |      17579 |                             cryptography
import time:    231987 |     249565 |                           cryptography.exceptions
import time:    245953 |     495518 |                         google.auth.crypt._cryptography_rsa
import time:     35358 |      35358 |                               pyasn1
import time:    208653 |     244011 |                             pyasn1.codec
import time:    260202 |     504212 |                           pyasn1.codec.der
import time:     29848 |      29848 |                             pyasn1.codec.cer
import time:     20462 |      20462 |                               pyasn1.error
import time:     22633 |      22633 |                                 pyasn1.type
import time:     21529 |      21529 |                                   pyasn1.codec.ber
import time:     21852 |      21852 |                                         pyasn1.type.error
import time:    284704 |     306555 |                                       pyasn1.type.constraint
import time:     17193 |      17193 |                                       pyasn1.type.tag
import time:     35577 |      35577 |                                       pyasn1.type.tagmap
import time:    847005 |    1206329 |                                     pyasn1.type.base
import time:    294662 |    1500991 |                                   pyasn1.codec.ber.eoo
import time:     22657 |      22657 |                                   pyasn1.compat
import time:     25487 |      25487 |                                   pyasn1.compat.integer
import time:     25190 |      25190 |                                   pyasn1.type.namedtype
import time:     56044 |      56044 |                                   pyasn1.type.namedval
import time:   1407563 |    3059457 |                                 pyasn1.type.univ
import time:    451424 |    3533513 |                               pyasn1.codec.streaming
import time:     19676 |      19676 |                                 pyasn1.debug
import time:     35128 |      35128 |                                 pyasn1.type.char
import time:     21074 |      21074 |                                 pyasn1.type.useful
import time:    715453 |     791329 |                               pyasn1.codec.ber.decoder
import time:    732170 |    5077472 |                             pyasn1.codec.cer.decoder
import time:    418302 |    5525622 |                           pyasn1.codec.der.decoder
import time:     35005 |      35005 |                           pyasn1_modules
import time:     49669 |      49669 |                           pyasn1_modules.pem
import time:     19532 |      19532 |                             pyasn1.type.opentype
import time:    273365 |     292897 |                           pyasn1_modules.rfc2459
import time:     48973 |      48973 |                             pyasn1_modules.rfc2251
import time:    259572 |     308545 |                           pyasn1_modules.rfc5208
import time:     14652 |      14652 |                                 rsa.common
import time:     18221 |      18221 |                                   rsa.transform
import time:    245637 |     263857 |                                 rsa.randnum
import time:    407164 |     685672 |                               rsa.prime
import time:     22492 |      22492 |                               rsa.pem
import time:     30025 |      30025 |                               rsa.core
import time:    584497 |    1322684 |                             rsa.key
import time:     22156 |      22156 |                             rsa.pkcs1
import time:    415913 |    1760752 |                           rsa
import time:   1563868 |   10040568 |                         google.auth.crypt._python_rsa
import time:    468525 |   11004609 |                       google.auth.crypt.rsa
import time:     28928 |      28928 |                         cryptography
import time:    223122 |     252050 |                       google.auth.crypt.es256
import time:    593182 |   11885064 |                     google.auth.crypt
import time:    230634 |   12115698 |                   google.auth._service_account_info
import time:     17625 |      17625 |                     google.auth.metrics
import time:     33736 |      33736 |                     google.auth._credentials_base
import time:     33948 |      33948 |                     google.auth._refresh_worker
import time:    592340 |     677647 |                   google.auth.credentials
import time:     35244 |      35244 |                     google.auth._exponential_backoff
import time:    213371 |     248615 |                   google.auth.iam
import time:     28495 |      28495 |                       cachetools.keys
import time:    251376 |     279871 |                     cachetools
import time:    218648 |     498518 |                   google.auth.jwt
import time:     19908 |      19908 |                   google.oauth2._client
import time:   1445308 |   15027655 |                 google.oauth2.service_account
import time:    604719 |   15677919 |               google.auth.transport.requests
import time:     24158 |      24158 |               google.protobuf
import time:     29637 |      29637 |                   google.protobuf.internal
import time:      3387 |       3387 |                     google.protobuf.internal._api_implementation
import time:     31665 |      31665 |                     google.protobuf.message
import time:     24837 |      24837 |                     google.protobuf.internal.enum_type_wrapper
import time:      3683 |       3683 |                     google.protobuf.enable_deterministic_proto_serialization
import time:   1096887 |    1160457 |                   google.protobuf.internal.api_implementation
import time:    510589 |    1700682 |                 google.protobuf.descriptor
import time:     24438 |      24438 |                   google.protobuf.descriptor_database
import time:     31072 |      31072 |                   google.protobuf.text_encoding
import time:     19691 |      19691 |                   google.protobuf.internal.python_edition_defaults
import time:      1411 |       1411 |                       encodings.raw_unicode_escape
import time:      1727 |       1727 |                       encodings.unicode_escape
import time:     25465 |      25465 |                         google.protobuf.internal.containers
import time:     78793 |      78793 |                           google.protobuf.internal.wire_format
import time:    383728 |     462521 |                         google.protobuf.internal.encoder
import time:    584949 |    1072934 |                       google.protobuf.internal.decoder
import time:     26382 |      26382 |                       google.protobuf.internal.type_checkers
import time:     39882 |      39882 |                       google.protobuf.unknown_fields
import time:   1096385 |    2238719 |                     google.protobuf.text_format
import time:     27426 |      27426 |                     google.protobuf.internal.extension_dict
import time:     21248 |      21248 |                     google.protobuf.internal.message_listener
import time:     19486 |      19486 |                       google.protobuf.internal.field_mask
import time:    377373 |     396858 |                     google.protobuf.internal.well_known_types
import time:   1081763 |    3766012 |                   google.protobuf.internal.python_message
import time:   1094789 |    4936000 |                 google.protobuf.descriptor_pool
import time:     30776 |      30776 |                 google.protobuf.runtime_version
import time:     41041 |      41041 |                     google.protobuf.pyext
import time:     36984 |      36984 |                     google.protobuf.pyext.cpp_message
import time:    568096 |     646120 |                   google.protobuf.message_factory
import time:    235347 |     881467 |                 google.protobuf.symbol_database
import time:     22992 |      22992 |                   google.protobuf.reflection
import time:    302859 |     325851 |                 google.protobuf.internal.builder
import time:   1233191 |    9107966 |               google.protobuf.duration_pb2
import time:     37222 |      37222 |               google.protobuf.timestamp_pb2
import time:     22813 |      22813 |               grpc
import time:   1165201 |   27881726 |             google.cloud._helpers
import time:     34537 |      34537 |                   google.api_core._python_version_support
import time:    261008 |     295545 |                 google.api_core._python_package_support
import time:     32348 |      32348 |                 google.api_core.version
import time: 159241052 |  159568944 |               google.api_core
import time:     16093 |      16093 |                 google.rpc
import time:     32330 |      32330 |                 google.rpc.error_details_pb2
import time:     17353 |      17353 |                 grpc
import time:    487262 |     553036 |               google.api_core.exceptions
import time:     20040 |      20040 |                 grpc
import time:    145826 |     165865 |               grpc._channel
import time:    500616 |  160788460 |             google.cloud.exceptions
import time:     29546 |      29546 |                   grpc
import time:    158514 |     188060 |                 google.api_core.client_info
import time:     20632 |      20632 |                 google.cloud.version
import time:    414599 |     623290 |               google.cloud._http
import time:     17682 |      17682 |                 google.cloud.storage.constants
import time:    115059 |     115059 |                     google.api_core.retry.retry_base
import time:     23818 |      23818 |                     google.api_core.retry.retry_unary
import time:     17930 |      17930 |                     google.api_core.retry.retry_unary_async
import time:     25620 |      25620 |                     google.api_core.retry.retry_streaming
import time:     95658 |      95658 |                     google.api_core.retry.retry_streaming_async
import time:     23653 |      23653 |                     google.api_core.datetime_helpers
import time:   1465891 |    1767626 |                   google.api_core.retry
import time:     29440 |      29440 |                       google.resumable_media.common
import time:    279509 |     308948 |                     google.resumable_media
import time:    248976 |     557923 |                   google.cloud.storage.exceptions
import time:    455579 |    2781127 |                 google.cloud.storage.retry
import time:    429198 |    3228006 |               google.cloud.storage._helpers
import time:     20914 |      20914 |                 opentelemetry
import time:    247495 |     268409 |               google.cloud.storage._opentelemetry_tracing
import time:    747558 |    4867262 |             google.cloud.storage._http
import time:   1226929 |  196398860 |           google.cloud.storage.batch
import time:     36756 |      36756 |                 google.cloud.storage._media.common
import time:    253028 |     289783 |               google.cloud.storage._media
import time:     22653 |      22653 |                   google.cloud.storage._media._helpers
import time:    222810 |     245463 |                 google.cloud.storage._media._download
import time:     18612 |      18612 |                 google.cloud.storage._media.requests._request_helpers
import time:    546568 |     810642 |               google.cloud.storage._media.requests.download
import time:      3309 |       3309 |                     xml
import time:    130062 |     133370 |                   xml.etree
import time:      1254 |       1254 |                     xml.etree.ElementPath
import time:      6195 |       6195 |                       pyexpat
import time:    171897 |     178092 |                     _elementtree
import time:    430994 |     610339 |                   xml.etree.ElementTree
import time:    375257 |    1118966 |                 google.cloud.storage._media._upload
import time:    221789 |    1340754 |               google.cloud.storage._media.requests.upload
import time:    809065 |    3250243 |             google.cloud.storage._media.requests
import time:     22133 |      22133 |             google.api_core.iam
import time:     45875 |      45875 |             google.cloud.storage._signing
import time:     24338 |      24338 |             google.cloud.storage.acl
import time:     35631 |      35631 |             google.cloud.storage.fileio
import time:   1056066 |    4434284 |           google.cloud.storage.blob
import time:     21506 |      21506 |             google.cloud.storage.ip_filter
import time:     19666 |      19666 |             google.cloud.storage.notification
import time:    553541 |     594712 |           google.cloud.storage.bucket
import time:     39278 |      39278 |               google.api_core.general_helpers
import time:    236214 |     275492 |             google.api_core.client_options
import time:     23104 |      23104 |             google.api_core.page_iterator
import time:     23266 |      23266 |               google.auth.api_key
import time:    218482 |     241748 |             google.cloud.client
import time:     22273 |      22273 |             google.cloud.storage.hmac_key
import time:    778855 |    1341470 |           google.cloud.storage.client
import time:   1012220 |  203809240 |         google.cloud.storage
import time:    495040 |  222183810 |       linopy.remote.oetc
import time:     21123 |      21123 |         paramiko
import time:    183271 |     204393 |       linopy.remote.ssh
import time:    320235 |  222708438 |     linopy.remote
import time:    500477 |  223255608 |   linopy.model
import time:    965004 |  616177372 | linopy
linopy ok
