import time: self [us] | cumulative | imported package
import time:     23739 |      23739 |                                     matplotlib.backend_managers
import time:    127717 |     127717 |                                         matplotlib._layoutgrid
import time:    365012 |     492728 |                                       matplotlib._constrained_layout
import time:     39110 |      39110 |                                       matplotlib._tight_layout
import time:    602379 |    1134216 |                                     matplotlib.layout_engine
import time:   1671761 |    7859256 |                                   matplotlib.backend_bases
import time:    395332 |    8254588 |                                 matplotlib.image
import time:    258879 |     258879 |                                   matplotlib.style.core
import time:    412255 |     671134 |                                 matplotlib.style
import time:     25223 |      25223 |                                   matplotlib._blocking_input
import time:     34824 |      34824 |                                         matplotlib.offsetbox
import time:     22676 |      22676 |                                           matplotlib.units
import time:    305928 |     328604 |                                         matplotlib.axis
import time:    142566 |     142566 |                                         matplotlib.gridspec
import time:     21959 |      21959 |                                         matplotlib.spines
import time:     57743 |      57743 |                                         matplotlib.table
import time:   1442709 |    2028403 |                                       matplotlib.axes._base
import time:     35663 |      35663 |                                         matplotlib.category
import time:     25073 |      25073 |                                         matplotlib.contour
import time:     18056 |      18056 |                                           dateutil.rrule
import time:    278804 |     296859 |                                         matplotlib.dates
import time:     18717 |      18717 |                                         matplotlib.inset
import time:     18855 |      18855 |                                           matplotlib.container
import time:     30244 |      30244 |                                           matplotlib.legend_handler
import time:    494171 |     543268 |                                         matplotlib.legend
import time:     33733 |      33733 |                                         matplotlib.mlab
import time:     28464 |      28464 |                                         matplotlib.quiver
import time:     20144 |      20144 |                                         matplotlib.stackplot
import time:     21021 |      21021 |                                         matplotlib.streamplot
import time:     42630 |      42630 |                                           matplotlib.tri._triangulation
import time:     25574 |      25574 |                                           matplotlib.tri._tricontour
import time:     21699 |      21699 |                                           matplotlib.tri._trifinder
import time:     29851 |      29851 |                                             matplotlib.tri._tritools
import time:    347208 |     377059 |                                           matplotlib.tri._triinterpolate
import time:     23093 |      23093 |                                           matplotlib.tri._tripcolor
import time:     22491 |      22491 |                                           matplotlib.tri._triplot
import time:     47872 |      47872 |                                           matplotlib.tri._trirefine
import time:   2243417 |    2803831 |                                         matplotlib.tri
import time:     22310 |      22310 |                                         matplotlib.axes._secondary_axes
import time:   3041118 |    6890197 |                                       matplotlib.axes._axes
import time:    574437 |    9493036 |                                     matplotlib.axes
import time:     46332 |      46332 |                                     matplotlib.projections.geo
import time:     35272 |      35272 |                                     matplotlib.projections.polar
import time:    149115 |     149115 |                                       mpl_toolkits
import time:     25403 |      25403 |                                           mpl_toolkits.mplot3d.proj3d
import time:    302298 |     327700 |                                         mpl_toolkits.mplot3d.art3d
import time:     26012 |      26012 |                                         mpl_toolkits.mplot3d.axis3d
import time:    639671 |     993382 |                                       mpl_toolkits.mplot3d.axes3d
import time:    511112 |    1653609 |                                     mpl_toolkits.mplot3d
import time:   1185381 |   12413627 |                                   matplotlib.projections
import time:     39845 |      39845 |                                   matplotlib.colorbar
import time:    905640 |   13384334 |                                 matplotlib.figure
import time:    974413 |   23284468 |                               matplotlib.pyplot
import time:     20522 |      20522 |                               cartopy
import time:    538886 |   23843874 |                             pypsa.plot.maps.static
import time:    552317 |   50241008 |                           pypsa.plot.maps
import time:    318835 |   50559843 |                         pypsa.plot.maps.interactive
import time:    316071 |   50875913 |                       pypsa.plot
import time:      3199 |       3199 |                               colorsys
import time:     20959 |      20959 |                               seaborn.external
import time:     29704 |      29704 |                               seaborn.external.husl
import time:     22781 |      22781 |                                   seaborn._core
import time:    216381 |     239162 |                                 seaborn._core.typing
import time:     31950 |      31950 |                                 seaborn.external.version
import time:     19689 |      19689 |                                     win32com
import time:    222379 |     242068 |                                   win32com.shell
import time:    270931 |     512998 |                                 seaborn.external.appdirs
import time:    693592 |    1477702 |                               seaborn.utils
import time:     38539 |      38539 |                                 seaborn.colors.xkcd_rgb
import time:     25587 |      25587 |                                 seaborn.colors.crayons
import time:    512004 |     576129 |                               seaborn.colors
import time:     23907 |      23907 |                               seaborn._compat
import time:   1386853 |    3518449 |                             seaborn.palettes
import time:    230967 |    3749415 |                           seaborn.rcmod
import time:     18451 |      18451 |                               seaborn._core.data
import time:    221865 |     240315 |                             seaborn._base
import time:     46827 |      46827 |                                 scipy.stats._warnings_errors
import time:     34335 |      34335 |                                       scipy.spatial._ckdtree
import time:    263560 |     297894 |                                     scipy.spatial._kdtree
import time:     51311 |      51311 |                                       scipy._lib.messagestream
import time:    299482 |     350793 |                                     scipy.spatial._qhull
import time:     27124 |      27124 |                                       scipy.spatial._voronoi
import time:    244769 |     271892 |                                     scipy.spatial._spherical_voronoi
import time:     29009 |      29009 |                                     scipy.spatial._plotutils
import time:     18389 |      18389 |                                     scipy.spatial._procrustes
import time:     32570 |      32570 |                                           scipy.special._sf_error
import time:     45774 |      45774 |                                             scipy.special._ufuncs_cxx
import time:     48608 |      48608 |                                             scipy.special._ellip_harm_2
import time:     45593 |      45593 |                                             scipy.special._special_ufuncs
import time:     36728 |      36728 |                                             scipy.special._gufuncs
import time:   1338755 |    1515456 |                                           scipy.special._ufuncs
import time:     21878 |      21878 |                                             scipy.special._input_validation
import time:     26800 |      26800 |                                             scipy.special._specfun
import time:     22927 |      22927 |                                             scipy.special._comb
import time:    807405 |     879008 |                                           scipy.special._basic
import time:     18963 |      18963 |                                             scipy.special._spfun_stats
import time:    353538 |     372500 |                                           scipy.special._support_alternative_backends
import time:     35599 |      35599 |                                           scipy.special._logsumexp
import time:     19905 |      19905 |                                           scipy.special._multiufuncs
import time:     53497 |      53497 |                                           scipy.special._orthogonal
import time:     23088 |      23088 |                                           scipy.special._ellip_harm
import time:     20674 |      20674 |                                           scipy.special._lambertw
import time:     23400 |      23400 |                                           scipy.special._spherical_bessel
import time:     23440 |      23440 |                                           scipy.special.add_newdocs
import time:     35931 |      35931 |                                           scipy.special.basic
import time:     23920 |      23920 |                                           scipy.special.orthogonal
import time:     43460 |      43460 |                                           scipy.special.specfun
import time:     18168 |      18168 |                                           scipy.special.sf_error
import time:     23444 |      23444 |                                           scipy.special.spfun_stats
import time:   5100207 |    8244260 |                                         scipy.special
import time:     34068 |      34068 |                                         scipy.spatial._hausdorff
import time:     46642 |      46642 |                                         scipy.spatial._distance_pybind
import time:     22348 |      22348 |                                         scipy.spatial._distance_wrap
import time:   1168630 |    9515946 |                                       scipy.spatial.distance
import time:    268835 |    9784780 |                                     scipy.spatial._geometric_slerp
import time:     19945 |      19945 |                                     scipy.spatial.ckdtree
import time:     18884 |      18884 |                                     scipy.spatial.kdtree
import time:     21160 |      21160 |                                     scipy.spatial.qhull
import time:     28397 |      28397 |                                         scipy.spatial.transform._rotation_cy
import time:     24923 |      24923 |                                         scipy.spatial.transform._rotation_xp
import time:     47153 |      47153 |                                             scipy.constants._codata
import time:     20592 |      20592 |                                             scipy.constants._constants
import time:     43102 |      43102 |                                             scipy.constants.codata
import time:     17541 |      17541 |                                             scipy.constants.constants
import time:   1129755 |    1258141 |                                           scipy.constants
import time:    272590 |    1530730 |                                         scipy.spatial.transform._rotation_groups
import time:    984226 |    2568275 |                                       scipy.spatial.transform._rotation
import time:     32258 |      32258 |                                         scipy.spatial.transform._rigid_transform_cy
import time:     20954 |      20954 |                                         scipy.spatial.transform._rigid_transform_xp
import time:    661297 |     714508 |                                       scipy.spatial.transform._rigid_transform
import time:     20223 |      20223 |                                       scipy.spatial.transform._rotation_spline
import time:     19226 |      19226 |                                       scipy.spatial.transform.rotation
import time:   1216263 |    4538493 |                                     scipy.spatial.transform
import time:   2870565 |   18221799 |                                   scipy.spatial
import time:     15998 |      15998 |                                         scipy.optimize._dcsrch
import time:    350400 |     366398 |                                       scipy.optimize._linesearch
import time:     46684 |      46684 |                                         scipy.optimize._group_columns
import time:    248654 |     295337 |                                       scipy.optimize._numdiff
import time:     21334 |      21334 |                                         scipy.optimize._hessian_update_strategy
import time:    279047 |     300381 |                                       scipy.optimize._differentiable_functions
import time:    915783 |    1877898 |                                     scipy.optimize._optimize
import time:     18197 |      18197 |                                         scipy.optimize._trustregion
import time:    263982 |     282179 |                                       scipy.optimize._trustregion_dogleg
import time:     20120 |      20120 |                                       scipy.optimize._trustregion_ncg
import time:     76701 |      76701 |                                           scipy.optimize._trlib._trlib
import time:    286060 |     362761 |                                         scipy.optimize._trlib
import time:    296651 |     659411 |                                       scipy.optimize._trustregion_krylov
import time:     39969 |      39969 |                                       scipy.optimize._trustregion_exact
import time:     19907 |      19907 |                                           scipy.optimize._constraints
import time:    118094 |     118094 |                                                 sksparse
import time:    274799 |     392892 |                                               sksparse.cholmod
import time:    245657 |     638549 |                                             scipy.optimize._trustregion_constr.projections
import time:     19509 |      19509 |                                             scipy.optimize._trustregion_constr.qp_subproblem
import time:    698019 |    1356076 |                                           scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:     20380 |      20380 |                                           scipy.optimize._trustregion_constr.canonical_constraint
import time:     19350 |      19350 |                                           scipy.optimize._trustregion_constr.tr_interior_point
import time:     19616 |      19616 |                                           scipy.optimize._trustregion_constr.report
import time:   1600642 |    3035967 |                                         scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:    444113 |    3480079 |                                       scipy.optimize._trustregion_constr
import time:     36283 |      36283 |                                         scipy.optimize._lbfgsb
import time:    261636 |     297918 |                                       scipy.optimize._lbfgsb_py
import time:     20003 |      20003 |                                         scipy.optimize._moduleTNC
import time:    253682 |     273685 |                                       scipy.optimize._tnc
import time:     38637 |      38637 |                                       scipy.optimize._cobyla_py
import time:     17515 |      17515 |                                       scipy.optimize._cobyqa_py
import time:     59469 |      59469 |                                         scipy.optimize._slsqplib
import time:    759898 |     819367 |                                       scipy.optimize._slsqp_py
import time:   3231682 |    9160556 |                                     scipy.optimize._minimize
import time:     91188 |      91188 |                                         scipy.optimize._minpack
import time:     88360 |      88360 |                                               scipy.optimize._lsq.common
import time:    619533 |     707892 |                                             scipy.optimize._lsq.trf
import time:     30224 |      30224 |                                             scipy.optimize._lsq.dogbox
import time:    820890 |    1559005 |                                           scipy.optimize._lsq.least_squares
import time:     22320 |      22320 |                                               scipy.optimize._lsq.givens_elimination
import time:    361146 |     383466 |                                             scipy.optimize._lsq.trf_linear
import time:     30220 |      30220 |                                             scipy.optimize._lsq.bvls
import time:    588734 |    1002419 |                                           scipy.optimize._lsq.lsq_linear
import time:    721898 |    3283321 |                                         scipy.optimize._lsq
import time:    799423 |    4173930 |                                       scipy.optimize._minpack_py
import time:     23147 |      23147 |                                       scipy.optimize._spectral
import time:     31521 |      31521 |                                       scipy.optimize._nonlin
import time:    772082 |    5000679 |                                     scipy.optimize._root
import time:     19187 |      19187 |                                         scipy.optimize._zeros
import time:    252662 |     271849 |                                       scipy.optimize._zeros_py
import time:    302202 |     574051 |                                     scipy.optimize._root_scalar
import time:     18301 |      18301 |                                     scipy.optimize._nnls
import time:     23083 |      23083 |                                     scipy.optimize._basinhopping
import time:     18579 |      18579 |                                           scipy.optimize._highspy
import time:     70724 |      70724 |                                           scipy.optimize._highspy._core
import time:     32087 |      32087 |                                           scipy.optimize._highspy._highs_options
import time:    902370 |    1023759 |                                         scipy.optimize._highspy._highs_wrapper
import time:    374215 |    1397973 |                                       scipy.optimize._linprog_highs
import time:     92847 |      92847 |                                                       uarray
import time:     20629 |      20629 |                                                           scipy._lib._uarray._uarray
import time:    317745 |     338373 |                                                         scipy._lib._uarray._backend
import time:    376161 |     714534 |                                                       scipy._lib._uarray
import time:    555990 |    1363370 |                                                     scipy._lib.uarray
import time:    280335 |    1643705 |                                                   scipy.fft._basic
import time:     30983 |      30983 |                                                   scipy.fft._realtransforms
import time:     25212 |      25212 |                                                     scipy.fft._fftlog_backend
import time:    295069 |     320281 |                                                   scipy.fft._fftlog
import time:     39399 |      39399 |                                                         scipy.fft._pocketfft.pypocketfft
import time:     37264 |      37264 |                                                         scipy.fft._pocketfft.helper
import time:    799433 |     876095 |                                                       scipy.fft._pocketfft.basic
import time:     27452 |      27452 |                                                       scipy.fft._pocketfft.realtransforms
import time:    751954 |    1655500 |                                                     scipy.fft._pocketfft
import time:    265125 |    1920624 |                                                   scipy.fft._helper
import time:     21237 |      21237 |                                                     scipy.fft._basic_backend
import time:     22219 |      22219 |                                                     scipy.fft._realtransforms_backend
import time:    711478 |     754933 |                                                   scipy.fft._backend
import time:   1496571 |    6167096 |                                                 scipy.fft
import time:    392708 |    6559803 |                                               scipy.linalg._decomp_interpolative
import time:    307328 |    6867131 |                                             scipy.linalg.interpolative
import time:    317649 |    7184779 |                                           scipy.optimize._remove_redundancy
import time:    414488 |    7599267 |                                         scipy.optimize._linprog_util
import time:     18081 |      18081 |                                         sksparse
import time:     19824 |      19824 |                                           scikits
import time:    260390 |     280213 |                                         scikits.umfpack
import time:    776153 |    8673712 |                                       scipy.optimize._linprog_ip
import time:     79674 |      79674 |                                       scipy.optimize._linprog_simplex
import time:     26899 |      26899 |                                         scipy.optimize._bglu_dense
import time:    312053 |     338951 |                                       scipy.optimize._linprog_rs
import time:     19817 |      19817 |                                       scipy.optimize._linprog_doc
import time:   1295766 |   11805891 |                                     scipy.optimize._linprog
import time:     22849 |      22849 |                                     scipy.optimize._lsap
import time:     23927 |      23927 |                                     scipy.optimize._differentialevolution
import time:     24943 |      24943 |                                       scipy.optimize._pava_pybind
import time:    311979 |     336921 |                                     scipy.optimize._isotonic
import time:     20798 |      20798 |                                         scipy.optimize._shgo_lib
import time:     24030 |      24030 |                                         scipy.optimize._shgo_lib._vertex
import time:    545352 |     590178 |                                       scipy.optimize._shgo_lib._complex
import time:    317619 |     907796 |                                     scipy.optimize._shgo
import time:     20440 |      20440 |                                     scipy.optimize._dual_annealing
import time:     20722 |      20722 |                                     scipy.optimize._qap
import time:     23816 |      23816 |                                       scipy.optimize._direct
import time:    302604 |     326420 |                                     scipy.optimize._direct_py
import time:     20259 |      20259 |                                     scipy.optimize._milp
import time:     26946 |      26946 |                                     scipy.optimize.cobyla
import time:     41446 |      41446 |                                     scipy.optimize.lbfgsb
import time:     27166 |      27166 |                                     scipy.optimize.linesearch
import time:     19522 |      19522 |                                     scipy.optimize.minpack
import time:     19704 |      19704 |                                     scipy.optimize.minpack2
import time:     30778 |      30778 |                                     scipy.optimize.moduleTNC
import time:     28085 |      28085 |                                     scipy.optimize.nonlin
import time:     17808 |      17808 |                                     scipy.optimize.optimize
import time:     33736 |      33736 |                                     scipy.optimize.slsqp
import time:     20678 |      20678 |                                     scipy.optimize.tnc
import time:     29160 |      29160 |                                     scipy.optimize.zeros
import time:   7102466 |   37537277 |                                   scipy.optimize
import time:     19876 |      19876 |                                       scipy.stats._distr_params
import time:     34014 |      34014 |                                       scipy.integrate._quadrature
import time:     23438 |      23438 |                                         scipy.integrate._odepack
import time:    313170 |     336608 |                                       scipy.integrate._odepack_py
import time:     24717 |      24717 |                                         scipy.integrate._quadpack
import time:    290708 |     315425 |                                       scipy.integrate._quadpack_py
import time:     22205 |      22205 |                                         scipy.integrate._vode
import time:     26510 |      26510 |                                         scipy.integrate._dop
import time:    606040 |     654755 |                                       scipy.integrate._ode
import time:     40294 |      40294 |                                       scipy.integrate._bvp
import time:     15504 |      15504 |                                             scipy.integrate._ivp.common
import time:     20162 |      20162 |                                             scipy.integrate._ivp.base
import time:    609355 |     645020 |                                           scipy.integrate._ivp.bdf
import time:     31244 |      31244 |                                           scipy.integrate._ivp.radau
import time:     17827 |      17827 |                                             scipy.integrate._ivp.dop853_coefficients
import time:    359705 |     377532 |                                           scipy.integrate._ivp.rk
import time:     19017 |      19017 |                                           scipy.integrate._ivp.lsoda
import time:   1052548 |    2125359 |                                         scipy.integrate._ivp.ivp
import time:    272688 |    2398047 |                                       scipy.integrate._ivp
import time:     23173 |      23173 |                                       scipy.integrate._quad_vec
import time:     46091 |      46091 |                                         scipy._lib._elementwise_iterative_method
import time:    295919 |     342010 |                                       scipy.integrate._tanhsinh
import time:     34183 |      34183 |                                           scipy.integrate._rules._base
import time:     36622 |      36622 |                                           scipy.integrate._rules._genz_malik
import time:     20507 |      20507 |                                             scipy.integrate._rules._gauss_legendre
import time:    377608 |     398114 |                                           scipy.integrate._rules._gauss_kronrod
import time:    905046 |    1373965 |                                         scipy.integrate._rules
import time:    281311 |    1655275 |                                       scipy.integrate._cubature
import time:     82970 |      82970 |                                       scipy.integrate._lebedev
import time:     19571 |      19571 |                                       scipy.integrate.dop
import time:     19116 |      19116 |                                       scipy.integrate.lsoda
import time:     20771 |      20771 |                                       scipy.integrate.vode
import time:     22284 |      22284 |                                       scipy.integrate.odepack
import time:     27970 |      27970 |                                       scipy.integrate.quadpack
import time:     22024 |      22024 |                                       scipy.stats._finite_differences
import time:     24134 |      24134 |                                       scipy.stats._constants
import time:     28812 |      28812 |                                       scipy.stats._censored_data
import time:   5436428 |   11523550 |                                     scipy.stats._distn_infrastructure
import time:     41920 |      41920 |                                               scipy.interpolate._fitpack
import time:     39263 |      39263 |                                               scipy.interpolate._dfitpack
import time:    951381 |    1032563 |                                             scipy.interpolate._fitpack_impl
import time:     39407 |      39407 |                                               scipy.interpolate._dierckx
import time:    499562 |     538969 |                                             scipy.interpolate._bsplines
import time:    658050 |    2229582 |                                           scipy.interpolate._fitpack_py
import time:     22958 |      22958 |                                           scipy.interpolate._polyint
import time:     24314 |      24314 |                                           scipy.interpolate._ppoly
import time:     31666 |      31666 |                                           scipy.interpolate._interpnd
import time:   1163353 |    3471871 |                                         scipy.interpolate._interpolate
import time:     30561 |      30561 |                                         scipy.interpolate._fitpack2
import time:     18228 |      18228 |                                         scipy.interpolate._rbf
import time:     19160 |      19160 |                                             scipy.interpolate._rbfinterp_common
import time:     34487 |      34487 |                                             scipy.interpolate._rbfinterp_pythran
import time:    696831 |     750477 |                                           scipy.interpolate._rbfinterp_np
import time:     25279 |      25279 |                                           scipy.interpolate._rbfinterp_xp
import time:    809003 |    1584757 |                                         scipy.interpolate._rbfinterp
import time:     47977 |      47977 |                                         scipy.interpolate._cubic
import time:     30871 |      30871 |                                         scipy.interpolate._ndgriddata
import time:     25627 |      25627 |                                         scipy.interpolate._fitpack_repro
import time:    134813 |     134813 |                                         scipy.interpolate._pade
import time:     21426 |      21426 |                                           scipy.interpolate._rgi_cython
import time:     19240 |      19240 |                                           scipy.interpolate._ndbspline
import time:    508344 |     549009 |                                         scipy.interpolate._rgi
import time:     17775 |      17775 |                                         scipy.interpolate._bary_rational
import time:     28986 |      28986 |                                         scipy.interpolate.fitpack
import time:     21133 |      21133 |                                         scipy.interpolate.fitpack2
import time:     18728 |      18728 |                                         scipy.interpolate.interpolate
import time:     23922 |      23922 |                                         scipy.interpolate.ndgriddata
import time:     20406 |      20406 |                                         scipy.interpolate.polyint
import time:     18322 |      18322 |                                         scipy.interpolate.rbf
import time:     18943 |      18943 |                                         scipy.interpolate.interpnd
import time:   4836003 |   10897926 |                                       scipy.interpolate
import time:     51985 |      51985 |                                         scipy.special.cython_special
import time:    323424 |     375408 |                                       scipy.stats._stats
import time:     85448 |      85448 |                                       scipy.stats._tukeylambda_stats
import time:     22375 |      22375 |                                       scipy.stats._ksstats
import time:   1210098 |   12591252 |                                     scipy.stats._continuous_distns
import time:     23238 |      23238 |                                       scipy.stats._biasedurn
import time:     75010 |      75010 |                                       scipy.stats._stats_pythran
import time:    592114 |     690361 |                                     scipy.stats._discrete_distns
import time:     37297 |      37297 |                                       scipy.stats._levy_stable.levyst
import time:    298050 |     335347 |                                     scipy.stats._levy_stable
import time:     29508 |      29508 |                                       scipy.stats._axis_nan_policy
import time:    235972 |     265479 |                                     scipy.stats._entropy
import time:   1533192 |   26939177 |                                   scipy.stats.distributions
import time:     28521 |      28521 |                                     scipy._lib._bunch
import time:     26879 |      26879 |                                     scipy.stats._stats_mstats_common
import time:    606135 |     661534 |                                   scipy.stats._mstats_basic
import time:     21366 |      21366 |                                     scipy.stats._common
import time:    278179 |     299545 |                                   scipy.stats._resampling
import time:     94337 |      94337 |                                   scipy.stats._binomtest
import time:   2068637 |   85822304 |                                 scipy.stats._stats_py
import time:    159044 |     159044 |                                 scipy.stats._variation
import time:     34709 |      34709 |                                   scipy.stats._ansari_swilk_statistics
import time:     37971 |      37971 |                                     scipy.stats._hypotests
import time:    289341 |     327311 |                                   scipy.stats._wilcoxon
import time:     32239 |      32239 |                                   scipy.stats._fit
import time:     34765 |      34765 |                                     scipy.stats._relative_risk
import time:     18722 |      18722 |                                     scipy.stats._crosstab
import time:     36339 |      36339 |                                     scipy.stats._odds_ratio
import time:    983564 |    1073388 |                                   scipy.stats.contingency
import time:   1376803 |    2844449 |                                 scipy.stats._morestats
import time:     26836 |      26836 |                                     scipy.stats._sobol
import time:     27236 |      27236 |                                     scipy.stats._qmc_cy
import time:    506823 |     560894 |                                   scipy.stats._qmc
import time:    289854 |     850748 |                                 scipy.stats._multicomp
import time:    148289 |     148289 |                                 scipy.stats._binned_statistic
import time:     24093 |      24093 |                                     scipy.stats._covariance
import time:     37922 |      37922 |                                       scipy.stats._rcont.rcont
import time:    270726 |     308647 |                                     scipy.stats._rcont
import time:     27027 |      27027 |                                       scipy.stats._qmvnt_cy
import time:    346223 |     373250 |                                     scipy.stats._qmvnt
import time:    920594 |    1626583 |                                   scipy.stats._multivariate
import time:    228432 |    1855014 |                                 scipy.stats._kde
import time:     17829 |      17829 |                                   scipy.stats._mstats_extras
import time:    299019 |     316848 |                                 scipy.stats.mstats
import time:     24245 |      24245 |                                 scipy.stats.qmc
import time:     49886 |      49886 |                                 scipy.stats._page_trend_test
import time:     56390 |      56390 |                                 scipy.stats._mannwhitneyu
import time:     37051 |      37051 |                                 scipy.stats._bws_test
import time:     51796 |      51796 |                                 scipy.stats._sensitivity_analysis
import time:     55817 |      55817 |                                 scipy.stats._survival
import time:     19416 |      19416 |                                   scipy.optimize._bracket
import time:     65362 |      65362 |                                   scipy.optimize._chandrupatla
import time:     18489 |      18489 |                                   scipy.stats._probability_distribution
import time:   1299890 |    1403157 |                                 scipy.stats._distribution_infrastructure
import time:    346900 |     346900 |                                 scipy.stats._new_distributions
import time:     25600 |      25600 |                                           scipy.ndimage._ni_support
import time:     61248 |      61248 |                                           scipy.ndimage._nd_image
import time:     41847 |      41847 |                                           scipy.ndimage._ni_docstrings
import time:     29469 |      29469 |                                           scipy.ndimage._rank_filter_1d
import time:   1098541 |    1256704 |                                         scipy.ndimage._filters
import time:     33800 |      33800 |                                         scipy.ndimage._fourier
import time:     20214 |      20214 |                                         scipy.ndimage._interpolation
import time:     24146 |      24146 |                                           scipy.ndimage._ni_label
import time:     26093 |      26093 |                                           scipy.ndimage._morphology
import time:    508191 |     558429 |                                         scipy.ndimage._measurements
import time:   1199364 |    3068508 |                                       scipy.ndimage._ndimage_api
import time:     20342 |      20342 |                                       scipy.ndimage._delegators
import time:    551164 |    3640013 |                                     scipy.ndimage._support_alternative_backends
import time:     18351 |      18351 |                                     scipy.ndimage.filters
import time:     17939 |      17939 |                                     scipy.ndimage.fourier
import time:     20300 |      20300 |                                     scipy.ndimage.interpolation
import time:     19275 |      19275 |                                     scipy.ndimage.measurements
import time:     17986 |      17986 |                                     scipy.ndimage.morphology
import time:   1907500 |    5641362 |                                   scipy.ndimage
import time:    341527 |    5982888 |                                 scipy.stats._mgc
import time:     81029 |      81029 |                                 scipy.stats._correlation
import time:     38578 |      38578 |                                 scipy.stats._quantile
import time:     17930 |      17930 |                                 scipy.stats.biasedurn
import time:     17975 |      17975 |                                 scipy.stats.kde
import time:    186671 |     186671 |                                 scipy.stats.morestats
import time:     17857 |      17857 |                                 scipy.stats.mstats_basic
import time:     27345 |      27345 |                                 scipy.stats.mstats_extras
import time:     19987 |      19987 |                                 scipy.stats.mvn
import time:    104528 |     104528 |                                 scipy.stats.stats
import time:   7687455 |  108250996 |                               scipy.stats
import time:     21512 |      21512 |                               seaborn.algorithms
import time:    577858 |  108850365 |                             seaborn._statistics
import time:     34817 |      34817 |                                 seaborn.external.docscrape
import time:    464382 |     499198 |                               seaborn._docstrings
import time:    420808 |     920006 |                             seaborn.axisgrid
import time:    799545 |  110810230 |                           seaborn.relational
import time:    109474 |     109474 |                             statsmodels
import time:    317200 |     426673 |                           seaborn.regression
import time:     30188 |      30188 |                               seaborn._stats
import time:     33396 |      33396 |                                 seaborn._core.rules
import time:    363652 |     397047 |                               seaborn._core.groupby
import time:     39381 |      39381 |                               seaborn._core.scales
import time:    107593 |     107593 |                               seaborn._stats.base
import time:   1191603 |    1765811 |                             seaborn._stats.density
import time:    319921 |    2085732 |                           seaborn.categorical
import time:     19588 |      19588 |                             seaborn._stats.counting
import time:    167903 |     167903 |                             seaborn.external.kde
import time:    525410 |     712900 |                           seaborn.distributions
import time:     17446 |      17446 |                                 scipy.cluster._vq
import time:    250724 |     268170 |                               scipy.cluster.vq
import time:     26308 |      26308 |                                 scipy.cluster._hierarchy
import time:     54355 |      54355 |                                 scipy.cluster._optimal_leaf_ordering
import time:     20791 |      20791 |                                 scipy._lib._disjoint_set
import time:    868352 |     969805 |                               scipy.cluster.hierarchy
import time:    503710 |    1741684 |                             scipy.cluster
import time:     22025 |      22025 |                             seaborn.cm
import time:    419938 |    2183645 |                           seaborn.matrix
import time:     49344 |      49344 |                           seaborn.miscplot
import time:     28546 |      28546 |                             ipywidgets
import time:    217263 |     245809 |                           seaborn.widgets
import time:   1803387 |  122067132 |                         seaborn
import time:     18728 |      18728 |                         pypsa.plot.statistics.base
import time:    474514 |  122560373 |                       pypsa.plot.statistics.charts
import time:     24885 |      24885 |                       pypsa.plot.statistics.maps
import time:    732813 |  174193983 |                     pypsa.plot.statistics
import time:     19338 |      19338 |                     pypsa.plot.statistics.schema
import time:    465218 |  174678538 |                   pypsa.plot.statistics.plotter
import time:    262202 |  174940739 |                 pypsa.statistics.expressions
import time:    459565 |  175969421 |               pypsa.statistics
import time:    222297 |  176191718 |             pypsa.optimization.expressions
import time:     23332 |      23332 |             pypsa.optimization.global_constraints
import time:     35012 |      35012 |             pypsa.optimization.variables
