import time: self [us] | cumulative | imported package
import time:     32546 |      32546 |             networkx.algorithms.coloring.greedy_coloring
import time:     23888 |      23888 |             networkx.algorithms.coloring.equitable_coloring
import time:    528482 |     584915 |           networkx.algorithms.coloring
import time:     19547 |      19547 |           networkx.algorithms.core
import time:     37210 |      37210 |           networkx.algorithms.covering
import time:     22335 |      22335 |           networkx.algorithms.cycles
import time:     19885 |      19885 |           networkx.algorithms.cuts
import time:     20024 |      20024 |           networkx.algorithms.d_separation
import time:     19026 |      19026 |           networkx.algorithms.dag
import time:     25724 |      25724 |           networkx.algorithms.distance_measures
import time:     24492 |      24492 |           networkx.algorithms.distance_regular
import time:     38122 |      38122 |           networkx.algorithms.dominance
import time:     32698 |      32698 |           networkx.algorithms.dominating
import time:    116168 |     116168 |           networkx.algorithms.efficiency_measures
import time:     41915 |      41915 |           networkx.algorithms.euler
import time:     21677 |      21677 |           networkx.algorithms.graphical
import time:     29871 |      29871 |           networkx.algorithms.hierarchy
import time:     23652 |      23652 |           networkx.algorithms.hybrid
import time:     33208 |      33208 |             networkx.algorithms.link_analysis.hits_alg
import time:     22042 |      22042 |             networkx.algorithms.link_analysis.pagerank_alg
import time:    474201 |     529450 |           networkx.algorithms.link_analysis
import time:     22648 |      22648 |           networkx.algorithms.link_prediction
import time:     29037 |      29037 |           networkx.algorithms.lowest_common_ancestors
import time:     53504 |      53504 |           networkx.algorithms.isolate
import time:     31464 |      31464 |           networkx.algorithms.matching
import time:     25563 |      25563 |             networkx.algorithms.minors.contraction
import time:    240780 |     266343 |           networkx.algorithms.minors
import time:     31902 |      31902 |           networkx.algorithms.mis
import time:     20505 |      20505 |           networkx.algorithms.moral
import time:     19516 |      19516 |           networkx.algorithms.non_randomness
import time:     25176 |      25176 |             networkx.algorithms.operators.all
import time:     18432 |      18432 |             networkx.algorithms.operators.binary
import time:     19765 |      19765 |             networkx.algorithms.operators.product
import time:     38437 |      38437 |             networkx.algorithms.operators.unary
import time:    891952 |     993761 |           networkx.algorithms.operators
import time:     24850 |      24850 |           networkx.algorithms.planarity
import time:     22374 |      22374 |           networkx.algorithms.planar_drawing
import time:     21614 |      21614 |           networkx.algorithms.polynomials
import time:     23897 |      23897 |           networkx.algorithms.perfect_graph
import time:     20437 |      20437 |           networkx.algorithms.reciprocity
import time:     24485 |      24485 |           networkx.algorithms.regular
import time:    188519 |     188519 |           networkx.algorithms.richclub
import time:     32064 |      32064 |           networkx.algorithms.similarity
import time:     53793 |      53793 |           networkx.algorithms.graph_hashing
import time:     23325 |      23325 |           networkx.algorithms.simple_paths
import time:     31686 |      31686 |           networkx.algorithms.smallworld
import time:     37024 |      37024 |           networkx.algorithms.smetric
import time:     40311 |      40311 |           networkx.algorithms.structuralholes
import time:     25439 |      25439 |           networkx.algorithms.sparsifiers
import time:     21832 |      21832 |           networkx.algorithms.summarization
import time:     23252 |      23252 |           networkx.algorithms.swap
import time:     22536 |      22536 |           networkx.algorithms.time_dependent
import time:     60368 |      60368 |             networkx.algorithms.traversal.beamsearch
import time:     21130 |      21130 |             networkx.algorithms.traversal.breadth_first_search
import time:     20268 |      20268 |             networkx.algorithms.traversal.depth_first_search
import time:     21985 |      21985 |             networkx.algorithms.traversal.edgedfs
import time:     34360 |      34360 |             networkx.algorithms.traversal.edgebfs
import time:   1280938 |    1439047 |           networkx.algorithms.traversal
import time:     40353 |      40353 |           networkx.algorithms.triads
import time:     22408 |      22408 |           networkx.algorithms.vitality
import time:     36149 |      36149 |           networkx.algorithms.voronoi
import time:     22387 |      22387 |           networkx.algorithms.walks
import time:     20751 |      20751 |           networkx.algorithms.wiener
import time:     36481 |      36481 |             networkx.algorithms.approximation.clustering_coefficient
import time:     18303 |      18303 |               networkx.algorithms.approximation.ramsey
import time:    253530 |     271833 |             networkx.algorithms.approximation.clique
import time:     20430 |      20430 |             networkx.algorithms.approximation.connectivity
import time:     19929 |      19929 |             networkx.algorithms.approximation.distance_measures
import time:     20006 |      20006 |             networkx.algorithms.approximation.dominating_set
import time:     23554 |      23554 |             networkx.algorithms.approximation.kcomponents
import time:     19581 |      19581 |             networkx.algorithms.approximation.matching
import time:     58343 |      58343 |             networkx.algorithms.approximation.steinertree
import time:     52781 |      52781 |                     networkx.algorithms.tree.recognition
import time:    557951 |     610731 |                   networkx.algorithms.tree.branchings
import time:     26540 |      26540 |                   networkx.algorithms.tree.coding
import time:     34158 |      34158 |                   networkx.algorithms.tree.distance_measures
import time:     50905 |      50905 |                   networkx.algorithms.tree.mst
import time:     37094 |      37094 |                   networkx.algorithms.tree.operations
import time:     21140 |      21140 |                   networkx.algorithms.tree.decomposition
import time:   2082755 |    2863320 |                 networkx.algorithms.tree
import time:    216408 |    3079727 |               networkx.algorithms.tree.mst
import time:    293181 |    3372908 |             networkx.algorithms.approximation.traveling_salesman
import time:     77876 |      77876 |             networkx.algorithms.approximation.treewidth
import time:     31424 |      31424 |             networkx.algorithms.approximation.vertex_cover
import time:     35472 |      35472 |             networkx.algorithms.approximation.maxcut
import time:     50521 |      50521 |             networkx.algorithms.approximation.density
import time:   4074490 |    8112841 |           networkx.algorithms.approximation
import time:     57504 |      57504 |             networkx.algorithms.bipartite.basic
import time:     57229 |      57229 |             networkx.algorithms.bipartite.centrality
import time:     23366 |      23366 |             networkx.algorithms.bipartite.cluster
import time:     36509 |      36509 |                 networkx.algorithms.bipartite.matrix
import time:    456400 |     492908 |               networkx.algorithms.bipartite.matching
import time:    330906 |     823814 |             networkx.algorithms.bipartite.covering
import time:     32992 |      32992 |             networkx.algorithms.bipartite.edgelist
import time:     51435 |      51435 |             networkx.algorithms.bipartite.projection
import time:     34346 |      34346 |             networkx.algorithms.bipartite.redundancy
import time:    174936 |     174936 |             networkx.algorithms.bipartite.spectral
import time:     45708 |      45708 |             networkx.algorithms.bipartite.generators
import time:     24318 |      24318 |             networkx.algorithms.bipartite.extendability
import time:     18250 |      18250 |             networkx.algorithms.bipartite.link_analysis
import time:   3640250 |    4984145 |           networkx.algorithms.bipartite
import time:     45572 |      45572 |           networkx.algorithms.node_classification
import time:     41586 |      41586 |             networkx.algorithms.community.asyn_fluid
import time:     53395 |      53395 |             networkx.algorithms.community.centrality
import time:     25493 |      25493 |             networkx.algorithms.community.divisive
import time:     17072 |      17072 |             networkx.algorithms.community.kclique
import time:     20543 |      20543 |               networkx.algorithms.community.community_utils
import time:    464653 |     485195 |             networkx.algorithms.community.kernighan_lin
import time:     19141 |      19141 |             networkx.algorithms.community.label_propagation
import time:     55860 |      55860 |             networkx.algorithms.community.lukes
import time:     54970 |      54970 |               networkx.algorithms.community.quality
import time:     34915 |      34915 |               networkx.utils.mapped_queue
import time:    623151 |     713035 |             networkx.algorithms.community.modularity_max
import time:     24174 |      24174 |             networkx.algorithms.community.louvain
import time:     36537 |      36537 |             networkx.algorithms.community.leiden
import time:     27670 |      27670 |             networkx.algorithms.community.local
import time:   3265021 |    4764173 |           networkx.algorithms.community
import time:     35877 |      35877 |                 networkx.algorithms.flow.utils
import time:    282222 |     318098 |               networkx.algorithms.flow.boykovkolmogorov
import time:     19256 |      19256 |               networkx.algorithms.flow.dinitz_alg
import time:     17817 |      17817 |               networkx.algorithms.flow.edmondskarp
import time:     26994 |      26994 |               networkx.algorithms.flow.preflowpush
import time:     21231 |      21231 |               networkx.algorithms.flow.shortestaugmentingpath
import time:   1635397 |    2038790 |             networkx.algorithms.flow.maxflow
import time:     22249 |      22249 |             networkx.algorithms.flow.mincost
import time:     19225 |      19225 |             networkx.algorithms.flow.gomory_hu
import time:     34538 |      34538 |             networkx.algorithms.flow.capacityscaling
import time:     33008 |      33008 |             networkx.algorithms.flow.networksimplex
import time:   1378039 |    3525847 |           networkx.algorithms.flow
import time:     42678 |      42678 |             networkx.algorithms.isomorphism.isomorph
import time:     32883 |      32883 |               networkx.algorithms.isomorphism.isomorphvf2
import time:    430631 |     463514 |             networkx.algorithms.isomorphism.vf2userfunc
import time:     45226 |      45226 |             networkx.algorithms.isomorphism.matchhelpers
import time:     32321 |      32321 |             networkx.algorithms.isomorphism.temporalisomorphvf2
import time:     41897 |      41897 |             networkx.algorithms.isomorphism.ismags
import time:     43655 |      43655 |             networkx.algorithms.isomorphism.tree_isomorphism
import time:     31645 |      31645 |             networkx.algorithms.isomorphism.vf2pp
import time:   2355758 |    3056691 |           networkx.algorithms.isomorphism
import time:     43293 |      43293 |           networkx.algorithms.tournament
import time:    137040 |     137040 |               networkx.algorithms.connectivity.utils
import time:    458970 |     596009 |             networkx.algorithms.connectivity.connectivity
import time:     29300 |      29300 |             networkx.algorithms.connectivity.cuts
import time:     26108 |      26108 |             networkx.algorithms.connectivity.edge_augmentation
import time:     33806 |      33806 |             networkx.algorithms.connectivity.edge_kcomponents
import time:     38466 |      38466 |             networkx.algorithms.connectivity.disjoint_paths
import time:     52002 |      52002 |             networkx.algorithms.connectivity.kcomponents
import time:     22540 |      22540 |             networkx.algorithms.connectivity.kcutsets
import time:     20359 |      20359 |             networkx.algorithms.connectivity.stoerwagner
import time:   2799153 |    3617740 |           networkx.algorithms.connectivity
import time:  14414538 |   61369436 |         networkx.algorithms
import time:     24679 |      24679 |           networkx.linalg.attrmatrix
import time:     31671 |      31671 |           networkx.linalg.spectrum
import time:     43097 |      43097 |           networkx.linalg.graphmatrix
import time:     21452 |      21452 |           networkx.linalg.laplacianmatrix
import time:     25747 |      25747 |           networkx.linalg.algebraicconnectivity
import time:     36898 |      36898 |           networkx.linalg.modularitymatrix
import time:     39191 |      39191 |           networkx.linalg.bethehessianmatrix
import time:   1928870 |    2151601 |         networkx.linalg
import time:     62317 |      62317 |           networkx.drawing.layout
import time:     47949 |      47949 |           networkx.drawing.nx_latex
import time:     22887 |      22887 |           networkx.drawing.nx_pylab
import time:     50617 |      50617 |           networkx.drawing.nx_agraph
import time:     77960 |      77960 |           networkx.drawing.nx_pydot
import time:   1469590 |    1731318 |         networkx.drawing
import time:   2440963 |   87238948 |       networkx
import time:     43019 |      43019 |         packaging
import time:     25784 |      25784 |           packaging._structures
import time:    366120 |     391903 |         packaging.version
import time:    596199 |    1031120 |       deprecation
import time:      4678 |       4678 |             http
import time:      1465 |       1465 |               email.feedparser
import time:    206093 |     207557 |             email.parser
import time:      8777 |       8777 |               _ssl
import time:    176976 |     185753 |             ssl
import time:    708620 |    1106607 |           http.client
import time:      1145 |       1145 |             urllib.response
import time:    262712 |     263857 |           urllib.error
import time:      4203 |       4203 |           nturl2path
import time:    639366 |    2014031 |         urllib.request
import time:     15320 |      15320 |             pypsa.definitions
import time:    296311 |     311631 |           pypsa.definitions.structures
import time:    317703 |     629333 |         pypsa.common
import time:    120736 |     120736 |         cloudpathlib
import time:     53567 |      53567 |           geopandas._config
import time:    192836 |     192836 |               shapely.lib
import time:     19469 |      19469 |               shapely.errors
import time:     38242 |      38242 |                   shapely._geos
import time:    275947 |     314188 |                 shapely._geometry_helpers
import time:     21811 |      21811 |                 shapely._enum
import time:     79357 |      79357 |                 shapely.decorators
import time:    666885 |    1082240 |               shapely._geometry
import time:     22341 |      22341 |                     shapely.coordinates
import time:     27899 |      27899 |                     shapely.predicates
import time:    408335 |     458574 |                   shapely._ragged_array
import time:    196432 |     655005 |                 shapely.io
import time:    154725 |     809729 |               shapely.creation
import time:     83218 |      83218 |                   shapely.algorithms
import time:     20716 |      20716 |                   shapely.affinity
import time:    367644 |     471577 |                 shapely.algorithms._oriented_envelope
import time:    238486 |     710062 |               shapely.constructive
import time:     26948 |      26948 |               shapely.measurement
import time:     26886 |      26886 |               shapely.set_operations
import time:     22952 |      22952 |               shapely.linear
import time:       461 |        461 |                         array
import time:    215972 |     216433 |                       shapely.coords
import time:    224971 |     441404 |                     shapely.geometry.base
import time:     30714 |      30714 |                     shapely.geometry.collection
import time:     27147 |      27147 |                         shapely.geometry.point
import time:    241514 |     268661 |                       shapely.geometry.linestring
import time:     18691 |      18691 |                       shapely.geometry.multilinestring
import time:     19925 |      19925 |                       shapely.geometry.multipoint
import time:     46346 |      46346 |                           shapely.algorithms.cga
import time:    208980 |     255325 |                         shapely.geometry.polygon
import time:    282283 |     537607 |                       shapely.geometry.multipolygon
import time:   1021821 |    1866704 |                     shapely.geometry.geo
import time:    753332 |    3092152 |                   shapely.geometry
import time:    183363 |    3275515 |                 shapely.geometry.base
import time:    201179 |    3476693 |               shapely.strtree
import time:     17717 |      17717 |               shapely._version
import time:   1763394 |    8148922 |             shapely
import time:     47299 |      47299 |                       certifi.core
import time:    396320 |     443618 |                     certifi
import time:     51657 |      51657 |                       pyproj._compat
import time:     21924 |      21924 |                       pyproj.utils
import time:    720573 |     794154 |                     pyproj._context
import time:     25994 |      25994 |                     pyproj._network
import time:    569684 |    1833448 |                   pyproj.network
import time:     23141 |      23141 |                   pyproj._show_versions
import time:     31832 |      31832 |                   pyproj._version
import time:     28212 |      28212 |                       pyproj.aoi
import time:     49510 |      49510 |                       pyproj.crs.datum
import time:     20224 |      20224 |                         pyproj.enums
import time:    200401 |     220624 |                       pyproj.crs.enums
import time:     16742 |      16742 |                       pyproj.exceptions
import time:     38190 |      38190 |                         pyproj._geod
import time:     33315 |      33315 |                         pyproj.list
import time:    407854 |     479359 |                       pyproj.geod
import time:    974370 |    1768814 |                     pyproj._crs
import time:     19559 |      19559 |                         pyproj.crs.coordinate_operation
import time:    236523 |     256082 |                       pyproj.crs._cf1x8
import time:     25551 |      25551 |                       pyproj.crs.coordinate_system
import time:    435858 |     717490 |                     pyproj.crs.crs
import time:    489019 |    2975322 |                   pyproj.crs
import time:     37470 |      37470 |                   pyproj.database
import time:     47446 |      47446 |                     pyproj._transformer
import time:     17159 |      17159 |                       pyproj.datadir
import time:     25401 |      25401 |                         pyproj._sync
import time:    201069 |     226470 |                       pyproj.sync
import time:    472291 |     715919 |                     pyproj.transformer
import time:    436045 |    1199409 |                   pyproj.proj
import time:   1239456 |    7340076 |                 pyproj
import time:    267012 |    7607087 |               geopandas._compat
import time:     19956 |      19956 |                   shapely.algorithms.polylabel
import time:     21079 |      21079 |                   shapely.prepared
import time:    468570 |     509604 |                 shapely.ops
import time:     36896 |      36896 |                 shapely.wkt
import time:     16667 |      16667 |                 geopandas.sindex
import time:    608708 |    1171874 |               geopandas.array
import time:    432999 |    9211960 |             geopandas.base
import time:      6541 |       6541 |                 fractions
import time:       149 |        149 |                 _statistics
import time:    596144 |     602834 |               statistics
import time:    167083 |     769916 |             geopandas.explore
import time:     18393 |      18393 |               geopandas._decorator
import time:    180114 |     198506 |             geopandas.plotting
import time:    604732 |   18934034 |           geopandas.geoseries
import time:     31455 |      31455 |           geopandas.geodataframe
import time:     26901 |      26901 |             geopandas.io
import time:     20771 |      20771 |             geopandas.io.util
import time:    364556 |     412227 |           geopandas.io.file
import time:     28602 |      28602 |           geopandas.io.arrow
import time:     17229 |      17229 |             shapely.wkb
import time:    153524 |     170752 |           geopandas.io.sql
import time:     34526 |      34526 |             geopandas.tools.clip
import time:     20138 |      20138 |             geopandas.tools.geocoding
import time:     31073 |      31073 |             geopandas.tools.overlay
import time:     62802 |      62802 |             geopandas.tools.sjoin
import time:     54165 |      54165 |             geopandas.tools.util
import time:   1140080 |    1342782 |           geopandas.tools
import time:     27301 |      27301 |           geopandas.tools._show_versions
import time:     32155 |      32155 |           geopandas.datasets
import time:     17572 |      17572 |           geopandas._version
import time:   1811176 |   22861619 |         geopandas
import time:     13731 |      13731 |             validators._extremes
import time:     17888 |      17888 |             validators.utils
import time:    401453 |     433072 |           validators.between
import time:     21051 |      21051 |           validators.card
import time:     18884 |      18884 |           validators.country
import time:     20216 |      20216 |           validators.cron
import time:     23048 |      23048 |             validators.crypto_addresses.bsc_address
import time:     17517 |      17517 |             validators.crypto_addresses.btc_address
import time:    103954 |     103954 |                 eth_hash
import time:    141238 |     245192 |               eth_hash.auto
import time:    173825 |     419017 |             validators.crypto_addresses.eth_address
import time:     18760 |      18760 |             validators.crypto_addresses.trx_address
import time:   1047836 |    1526176 |           validators.crypto_addresses
import time:     19250 |      19250 |           validators.domain
import time:     34683 |      34683 |               validators.ip_address
import time:    195947 |     230629 |             validators.hostname
import time:    168158 |     398787 |           validators.email
import time:     35749 |      35749 |           validators.encoding
import time:     18583 |      18583 |           validators.finance
import time:     19160 |      19160 |           validators.hashes
import time:     35052 |      35052 |             validators.i18n.es
import time:     18668 |      18668 |             validators.i18n.fi
import time:     21538 |      21538 |             validators.i18n.fr
import time:     16538 |      16538 |             validators.i18n.ind
import time:     21039 |      21039 |             validators.i18n.ru
import time:    984010 |    1096842 |           validators.i18n
import time:     48012 |      48012 |           validators.iban
import time:     19913 |      19913 |           validators.length
import time:     37570 |      37570 |           validators.mac_address
import time:     25558 |      25558 |           validators.slug
import time:     39069 |      39069 |           validators.url
import time:     45703 |      45703 |           validators.uuid
import time:   3103705 |    6927292 |         validators
import time:     21186 |      21186 |               xarray.coding
import time:     25223 |      25223 |                 xarray.core
import time:     19420 |      19420 |                     numpy._typing._add_docstring
import time:    228097 |     247516 |                   numpy.typing
import time:     24898 |      24898 |                     xarray.compat
import time:     31616 |      31616 |                         xarray.namedarray
import time:     16904 |      16904 |                         xarray.namedarray._typing
import time:    507220 |     555739 |                       xarray.namedarray.utils
import time:    215844 |     771583 |                     xarray.compat.dask_array_compat
import time:      4207 |       4207 |                               difflib
import time:    187163 |     191370 |                             xarray.core.utils
import time:    228822 |     420192 |                           xarray.namedarray.pycompat
import time:    219751 |     639943 |                         xarray.compat.array_api_compat
import time:     26847 |      26847 |                         xarray.compat.npcompat
import time:    459206 |    1125994 |                       xarray.core.dtypes
import time:     24218 |      24218 |                         xarray.core.options
import time:    260807 |     285025 |                       xarray.core.nputils
import time:    446628 |    1857646 |                     xarray.compat.dask_array_ops
import time:     28475 |      28475 |                             cftime._strptime
import time:    232791 |     261265 |                           cftime._cftime
import time:    226844 |     488109 |                         cftime
import time:    184926 |     673034 |                       xarray.core.types
import time:    387033 |    1060066 |                     xarray.core.extension_array
import time:    110040 |     110040 |                     xarray.namedarray.parallelcompat
import time:   1770182 |    5594413 |                   xarray.core.duck_array_ops
import time:     18289 |      18289 |                   xarray.core.coordinate_transform
import time:   1056096 |    6916314 |                 xarray.core.indexing
import time:    102883 |     102883 |                   xarray.computation
import time:     98753 |      98753 |                   xarray.computation.ops
import time:     23047 |      23047 |                     xarray.core._typed_ops
import time:     86623 |      86623 |                         xarray.core.datatree_render
import time:     50123 |      50123 |                         xarray.core.treenode
import time:    889861 |    1026606 |                       xarray.core.formatting
import time:     22575 |      22575 |                       xarray.core.formatting_html
import time:     30319 |      30319 |                         xarray.namedarray._aggregations
import time:    415515 |     445833 |                       xarray.namedarray.core
import time:    689469 |    2184483 |                     xarray.core.common
import time:    603952 |    2811481 |                   xarray.computation.arithmetic
import time:     25949 |      25949 |                     xarray.util
import time:    185635 |     211584 |                   xarray.util.deprecation_helpers
import time:   1107468 |    4332167 |                 xarray.core.variable
import time:    696310 |   11970013 |               xarray.coding.common
import time:     20014 |      20014 |               xarray.compat.pdcompat
import time:    597300 |   12608511 |             xarray.coding.times
import time:    186488 |   12794999 |           xarray.coders
import time:     21685 |      21685 |               xarray.coding.cftimeindex
import time:    206550 |     228235 |             xarray.coding.cftime_offsets
import time:     20660 |      20660 |             xarray.compat.toolzcompat
import time:     21194 |      21194 |               xarray.core.indexes
import time:     37533 |      37533 |                 xarray.structure
import time:    182170 |     219703 |               xarray.structure.alignment
import time:     22749 |      22749 |               xarray.structure.merge
import time:    561547 |     825192 |             xarray.computation.apply_ufunc
import time:     22159 |      22159 |             xarray.core.coordinates
import time:     20777 |      20777 |               xarray.coding.calendar_ops
import time:     19148 |      19148 |               xarray.computation.computation
import time:    134228 |     134228 |               xarray.core._aggregations
import time:     25454 |      25454 |               xarray.core.accessor_dt
import time:     21841 |      21841 |               xarray.core.accessor_str
import time:      3838 |       3838 |                       concurrent
import time:      2527 |       2527 |                       concurrent.futures._base
import time:    384827 |     391191 |                     concurrent.futures
import time:      1155 |       1155 |                     asyncio.constants
import time:      1011 |       1011 |                     asyncio.coroutines
import time:       767 |        767 |                       asyncio.format_helpers
import time:       966 |        966 |                         asyncio.base_futures
import time:      1192 |       1192 |                         asyncio.exceptions
import time:      1350 |       1350 |                         asyncio.base_tasks
import time:    591366 |     594872 |                       _asyncio
import time:    321277 |     916915 |                     asyncio.events
import time:      1223 |       1223 |                     asyncio.futures
import time:      1731 |       1731 |                     asyncio.protocols
import time:      1065 |       1065 |                       asyncio.transports
import time:      1184 |       1184 |                       asyncio.log
import time:    415011 |     417259 |                     asyncio.sslproto
import time:      1011 |       1011 |                         asyncio.mixins
import time:    222591 |     223601 |                       asyncio.locks
import time:      1514 |       1514 |                         asyncio.timeouts
import time:    269453 |     270967 |                       asyncio.tasks
import time:    424654 |     919221 |                     asyncio.staggered
import time:      1324 |       1324 |                     asyncio.trsock
import time:   1795661 |    4446687 |                   asyncio.base_events
import time:      1557 |       1557 |                   asyncio.runners
import time:      1483 |       1483 |                   asyncio.queues
import time:      1526 |       1526 |                   asyncio.streams
import time:      1397 |       1397 |                   asyncio.subprocess
import time:      1310 |       1310 |                   asyncio.taskgroups
import time:      1274 |       1274 |                   asyncio.threads
import time:     10015 |      10015 |                     _overlapped
import time:      1618 |       1618 |                     asyncio.base_subprocess
import time:      2191 |       2191 |                     asyncio.proactor_events
import time:      2091 |       2091 |                     asyncio.selector_events
import time:      1280 |       1280 |                     asyncio.windows_utils
import time:   1330330 |    1347522 |                   asyncio.windows_events
import time:   1804384 |    7607136 |                 asyncio
import time:     17139 |      17139 |                 xarray.core.dataset_utils
import time:     41037 |      41037 |                 xarray.core.dataset_variables
import time:     38209 |      38209 |                         xarray.plot.utils
import time:    387604 |     425813 |                       xarray.plot.facetgrid
import time:     20092 |      20092 |                       xarray.structure.concat
import time:    698623 |    1144527 |                     xarray.plot.dataarray_plot
import time:     43741 |      43741 |                     xarray.plot.dataset_plot
import time:    519161 |    1707428 |                   xarray.plot
import time:    218165 |    1925592 |                 xarray.plot.accessor
import time:     19343 |      19343 |                 xarray.structure.chunks
import time:   1287942 |   10898187 |               xarray.core.dataset
import time:   1149445 |   12269076 |             xarray.core.dataarray
import time:     21966 |      21966 |             xarray.core.groupby
import time:     24331 |      24331 |             xarray.core.resample_cftime
import time:   1338157 |   14749771 |           xarray.groupers
import time:     62422 |      62422 |             xarray.indexes.nd_point_index
import time:     31746 |      31746 |             xarray.indexes.range_index
import time:    539688 |     633855 |           xarray.indexes
import time:     54468 |      54468 |                 xarray.core.datatree_mapping
import time:    249923 |     304391 |               xarray.core.datatree
import time:    210521 |     514912 |             xarray.testing.assertions
import time:    228354 |     743265 |           xarray.testing
import time:      3551 |       3551 |                   glob
import time:     23026 |      23026 |                     xarray.coding.variables
import time:    274863 |     297888 |                   xarray.coding.strings
import time:     18869 |      18869 |                   xarray.conventions
import time:    630148 |     950455 |                 xarray.backends.common
import time:      1277 |       1277 |                         multiprocessing.process
import time:      1596 |       1596 |                         multiprocessing.reduction
import time:    483909 |     486781 |                       multiprocessing.context
import time:    176296 |     663077 |                     multiprocessing
import time:    177503 |     840579 |                   xarray.backends.locks
import time:     18674 |      18674 |                   xarray.backends.lru_cache
import time:    468600 |    1327852 |                 xarray.backends.file_manager
import time:     19170 |      19170 |                   xarray.backends.netcdf3
import time:     21897 |      21897 |                     xarray.backends.store
import time:    244046 |     265943 |                   xarray.backends.netCDF4_
import time:    378991 |     664103 |                 xarray.backends.h5netcdf_
import time:     29214 |      29214 |                 xarray.backends.memory
import time:     22242 |      22242 |                 xarray.backends.plugins
import time:     34966 |      34966 |                 xarray.backends.pydap_
import time:     27556 |      27556 |                       scipy.__config__
import time:     17407 |      17407 |                       scipy.version
import time:      3647 |       3647 |                         scipy._distributor_init_local
import time:    239228 |     242875 |                       scipy._distributor_init
import time:     18540 |      18540 |                           cython
import time:    188398 |     206937 |                         scipy._lib._testutils
import time:    289728 |     496664 |                       scipy._lib
import time:     26902 |      26902 |                       scipy._lib._pep440
import time:     31327 |      31327 |                           scipy._cyutility
import time:    235732 |     267059 |                         scipy._lib._ccallback_c
import time:    268256 |     535314 |                       scipy._lib._ccallback
import time:   1284191 |    2630908 |                     scipy
import time:     59180 |      59180 |                           scipy._lib.doccer
import time:     28357 |      28357 |                           scipy.io.matlab._byteordercodes
import time:    511466 |     599001 |                         scipy.io.matlab._miobase
import time:     15773 |      15773 |                                           scipy._lib.array_api_compat.common._typing
import time:    388131 |     403903 |                                         scipy._lib.array_api_compat.common._helpers
import time:    283249 |     687152 |                                       scipy._lib.array_api_compat.common
import time:    385887 |    1073039 |                                     scipy._lib.array_api_compat
import time:     22247 |      22247 |                                       scipy._lib.array_api_compat._internal
import time:     30285 |      30285 |                                         numpy.f2py.diagnose
import time:      4655 |       4655 |                                             gettext
import time:    246733 |     251388 |                                           argparse
import time:     22951 |      22951 |                                           numpy.f2py._backends
import time:     18372 |      18372 |                                           numpy.f2py.__version__
import time:     19539 |      19539 |                                             numpy.f2py.cfuncs
import time:    289280 |     308818 |                                           numpy.f2py.auxfuncs
import time:     18663 |      18663 |                                             numpy.f2py.cb_rules
import time:     18091 |      18091 |                                             numpy.f2py._isocbind
import time:      3372 |       3372 |                                               fileinput
import time:     16014 |      16014 |                                                     charset_normalizer.constant
import time:     39424 |      39424 |                                                       charset_normalizer.md__mypyc
import time:       229 |        229 |                                                         _multibytecodec
import time:    311170 |     311399 |                                                       charset_normalizer.utils
import time:    682182 |    1033003 |                                                     charset_normalizer.md
import time:     18747 |      18747 |                                                     charset_normalizer.models
import time:    878529 |    1946292 |                                                   charset_normalizer.cd
import time:    308692 |    2254984 |                                                 charset_normalizer.api
import time:     24935 |      24935 |                                                 charset_normalizer.legacy
import time:     19542 |      19542 |                                                 charset_normalizer.version
import time:    903722 |    3203182 |                                               charset_normalizer
import time:     18970 |      18970 |                                               numpy.f2py.symbolic
import time:    770734 |    3996257 |                                             numpy.f2py.crackfortran
import time:    791430 |    4824440 |                                           numpy.f2py.capi_maps
import time:     19937 |      19937 |                                             numpy.f2py.func2subr
import time:    378289 |     398226 |                                           numpy.f2py.f90mod_rules
import time:     20989 |      20989 |                                             numpy.f2py.common_rules
import time:    102036 |     102036 |                                             numpy.f2py.use_rules
import time:    616151 |     739175 |                                           numpy.f2py.rules
import time:   2110939 |    8674305 |                                         numpy.f2py.f2py2e
import time:    509461 |    9214051 |                                       numpy.f2py
import time:     16810 |      16810 |                                           numpy.polynomial.polyutils
import time:     21142 |      21142 |                                           numpy.polynomial._polybase
import time:    563065 |     601017 |                                         numpy.polynomial.chebyshev
import time:     20459 |      20459 |                                         numpy.polynomial.hermite
import time:     26923 |      26923 |                                         numpy.polynomial.hermite_e
import time:     33076 |      33076 |                                         numpy.polynomial.laguerre
import time:     21036 |      21036 |                                         numpy.polynomial.legendre
import time:     17756 |      17756 |                                         numpy.polynomial.polynomial
import time:   1574772 |    2295037 |                                       numpy.polynomial
import time:     27170 |      27170 |                                         numpy.ctypeslib._ctypeslib
import time:    234296 |     261466 |                                       numpy.ctypeslib
import time:     45659 |      45659 |                                         numpy.fft._helper
import time:     51961 |      51961 |                                           numpy.fft._pocketfft_umath
import time:    404586 |     456546 |                                         numpy.fft._pocketfft
import time:    431283 |     933488 |                                       numpy.fft
import time:     18701 |      18701 |                                           numpy._core.strings
import time:    105690 |     105690 |                                           numpy.strings
import time:    477917 |     602307 |                                         numpy._core.defchararray
import time:    310159 |     912465 |                                       numpy.char
import time:     26245 |      26245 |                                         numpy.core._utils
import time:    256402 |     282646 |                                       numpy.core
import time:     19292 |      19292 |                                       numpy.rec
import time:      1061 |       1061 |                                             unittest.util
import time:    204319 |     205380 |                                           unittest.result
import time:      2459 |       2459 |                                           unittest.case
