sweep_id,carbon_price_aud_per_tco2e,tns_price_aud_per_tco2,year,cost_per_mwh_excl_fuel_carbon,co2_t_per_mwh,co2e_total_t_per_mwh,gj_per_mwh_coal,gj_per_mwh_diesel,gj_per_mwh_natural_gas,gj_per_mwh_biomass,annual_generation_twh,solve_gap_rel,solve_pinf_rel,solve_dinf_rel,solve_iterations,solve_wall_s,solve_model_status,tolerance_robust,carried_capex_aud_per_yr,carried_vintages,carried_gw,existing_fleet_fom_aud_per_yr,existing_fleet_active_gw,renewable_share_pct_bulk_grid,diagnostic_cost_per_mwh_year_t_incremental,diagnostic_bundled_cost_per_mwh,diagnostic_fuel_cost_per_mwh,diagnostic_carbon_cost_per_mwh
c40,40.0,0.0,2030,17.56560831419458,0.1552503128615741,0.1566614087615478,1.6640692898970983,6.768051725786503e-07,0.0560612696157287,0.524965862599938,189.41096450104777,,,,,3999.120532801375,Optimal,False,0.0,0,0.0,1377747355.8075914,90.74839,84.44212367070982,10.291756140763669,24.091448082040436,7.533235590814849,6.266456350461914
c40,40.0,0.0,2035,23.138707391247067,0.0897056387057967,0.0926912607277152,0.8498313717285875,0.0001138541718071,0.2368558858358652,1.515047667624299,218.7816694796174,,,,,4644.838644700125,Optimal,False,2046530471.0218592,1,17.252408203645953,970701074.6418356,82.92256,89.0198457755884,9.34764549451539,20.175687060679994,7.12039113705599,3.707650429108613
c40,40.0,0.0,2040,28.85232666356069,0.0742790522813739,0.0796836328352331,0.6141059281932899,4.606156360910667e-05,0.3515333388567064,2.883338592439994,238.9062472439576,,,,,4920.694164698944,Optimal,False,3760717205.2170296,2,30.497668845354664,683847384.6606917,77.02510000000001,89.67283118221701,10.248524372282874,22.31073295910919,8.87486327341699,3.187345313409322
c40,40.0,0.0,2045,31.83566735487632,0.0540694873933984,0.0605359194352251,0.3964759619241254,4.327502152224749e-05,0.3426189462895668,3.505019163323293,246.9725735076325,,,,,4454.281430000439,Optimal,False,5697189829.591579,3,42.190650661503454,467229368.83918345,69.57561,91.86322306390892,6.87573309626417,17.984023790215762,8.68685391654259,2.421436777409002
c40,40.0,0.0,2050,35.501896549789414,0.034376926000849,0.0415920208410237,0.1708134807460799,0.0001669977678522,0.3694989700374453,3.9588973133835768,252.0168366180842,,,,,5477.953435499221,Optimal,False,6795418590.807484,4,48.424443052579534,249682162.71527335,61.07735,93.1100338918378,7.547015248746945,17.96319798822497,8.752501905837079,1.6636808336409483
c550,550.0,0.0,2030,30.6546664038708,0.0053609892036141,0.0067786766323434,0.0003361534379863,2.5232984004736326e-06,0.7343173344453401,0.7800688486242424,189.41096450104777,,,,,3855.977250101045,Optimal,False,0.0,0,0.0,1377747355.8075914,90.74839,91.66762477083827,23.38081423043989,37.62755694789893,10.518470569670177,3.7282721477888665
c550,550.0,0.0,2035,32.49188189924256,0.0041168202448079,0.0070664334237062,0.0006041624144178,3.05007851577204e-05,0.5604811493759947,1.6328831835264423,218.7816694796174,,,,,5782.835753899068,Optimal,False,4156850472.984024,1,33.421423451057215,970701074.6418356,82.92256,93.6082276588274,9.055039316305947,21.40909735803572,8.467519658691328,3.8865383830384417
c550,550.0,0.0,2040,37.03023242647848,0.0036783813789842,0.0089181736265906,0.0013829270491556,7.94561377132237e-05,0.5440423466203799,2.9057788461680154,238.9062472439576,,,,,5137.770454701036,Optimal,False,5621735383.126396,2,43.11953858499736,683847384.6606917,77.02510000000001,93.80386580506328,10.636687508633855,25.144474111995624,9.60279110873692,4.904995494624846
c550,550.0,0.0,2045,39.42233160018608,0.0027095148557483,0.0091068031161216,0.0008786191639741,0.0001087899652633,0.4314593776825547,3.550196274746364,246.9725735076325,,,,,5034.294308798388,Optimal,False,7542991237.449978,3,53.657269793439625,467229368.83918345,69.57561,95.03274345911848,6.988687278778814,20.73725879058047,8.739829797934751,5.008741713866905
c550,550.0,0.0,2050,41.702108278503744,0.0026479836785044,0.0095939018249671,0.0001268263993843,5.308296390471223e-05,0.3959272489797234,3.8551182232379575,252.0168366180842,,,,,6708.075528498739,Optimal,False,8579410704.409925,4,57.686965668162856,249682162.71527335,61.07735,95.40571497056688,6.668366146008292,20.46668956691016,8.52167741716996,5.276646003731909
c80,80.0,0.0,2030,22.321062800106823,0.1033099160864413,0.1051400734125771,1.1043311089079044,1.5696034199185187e-06,0.0414793569215503,0.8437928379057924,189.41096450104777,,,,,3951.309689100832,Optimal,False,0.0,0,0.0,1377747355.8075914,90.74839,89.47510123082021,15.047210626675913,28.843884293548463,5.385467793866382,8.411205873006166
c80,80.0,0.0,2035,26.063794803103903,0.0637146646625785,0.0670606521545551,0.5987735437942678,0.0001115368073986,0.1770157111304721,1.7570783931674363,218.7816694796174,,,,,5218.578620901331,Optimal,False,2787805773.785129,1,21.826167217953053,970701074.6418356,82.92256,92.05282265477888,8.88453633338497,19.857025430175405,5.607636924426019,5.364852172364414
c80,80.0,0.0,2040,31.73655115662685,0.0534651380802428,0.059097853399876,0.4358213482746016,4.88293336698581e-05,0.2639653267150925,3.0435723228071474,238.9062472439576,,,,,5756.927139099687,Optimal,False,4341441571.247096,2,33.28187897986037,683847384.6606917,77.02510000000001,92.42013212192651,10.701986284925336,22.59301580891837,7.163201252002949,4.727828271990083
c80,80.0,0.0,2045,34.31835137006739,0.0399017229294843,0.0465661313094938,0.2853643689491006,4.708523635119241e-05,0.2660320537969124,3.638291064467,246.9725735076325,,,,,5020.122404200956,Optimal,False,6327538865.655022,3,45.41548718786486,467229368.83918345,69.57561,93.82335233498924,6.806113318726768,17.81007522861964,7.278671405133368,3.725290504759507
c80,80.0,0.0,2050,37.15489479903069,0.0278916140593495,0.0351803775824153,0.1341155745232339,0.0001035954704175,0.3076667904119848,4.0091934898655,252.0168366180842,,,,,6991.896232899278,Optimal,False,7350438640.892277,4,50.941402520133366,249682162.71527335,61.07735,94.32035591853035,6.99770012268826,17.54443965838258,7.732309329101094,2.8144302065932245
